date,unconditional_average_rain,conditional_average_rain,accumlated_rain,satellite_flag
2013-01-01 00:00,0.0000,0.014291168190538883,0.0286,11000000000000000000000000000000
2013-01-01 01:00,0.0000,-999,0.0000,11000000000000000000000001000001
2013-01-01 02:00,0.0000,-999,0.0000,11000000000000000010000000000000
2013-01-01 03:00,0.0000,-999,0.0000,01000000000000000001000000000000
2013-01-01 04:00,0.0000,-999,0.0000,11000000000000000000000000000000
2013-01-01 05:00,0.0001,0.3385406732559204,0.3385,11000000000000000000000000000000
2013-01-01 06:00,0.0001,0.5266064405441284,0.5266,11000000000000010000000000000000
2013-01-01 07:00,0.0000,0.012303545139729977,0.0123,11000000000000000000100000000000
2013-01-01 08:00,0.0000,0.08799514174461365,0.1760,11000000000000010000100000000000
2013-01-01 09:00,0.0000,0.050679005682468414,0.1014,01000000000000000000010000000000
2013-01-01 10:00,0.0001,0.12902958691120148,0.2581,11000000000000000000000000100000
2013-01-01 11:00,0.0001,0.11480661481618881,0.2296,11000000000000000000000000000000
2013-01-01 12:00,0.0000,0.01190319781502088,0.0357,11000000000000000000000001000000
2013-01-01 13:00,0.0001,0.07846503953138988,0.2354,11000000000000000010000000000000
2013-01-01 14:00,0.0000,0.014958404004573822,0.0449,11000000000000000000000000000000
2013-01-01 15:00,0.0000,0.010761981830000877,0.0108,11000000000000000001000000000000
2013-01-01 16:00,0.0000,-999,0.0000,11000000000000000000000000000000
2013-01-01 17:00,0.0000,-999,0.0000,11000000000000000000000000000001
2013-01-01 18:00,0.0000,-999,0.0000,11000000000000000000000000000000
2013-01-01 19:00,0.0000,-999,0.0000,01000000000000000000100000000001
2013-01-01 20:00,0.0016,0.4898077646891276,5.8777,01000000000000010000000000000000
2013-01-01 21:00,0.0003,0.0846816102663676,1.0162,01000000000000000000110000000001
2013-01-01 22:00,0.0000,0.02673604488372803,0.1337,11000000000000000000000000000001
2013-01-01 23:00,0.0000,0.011460009962320328,0.0115,11000000000000000000000000100000
2013-01-02 00:00,0.0000,-999,0.0000,11000000000000000000000001000001
2013-01-02 01:00,0.0000,0.08591601252555847,0.0859,11000000000000000010000000100000
2013-01-02 02:00,0.0001,0.03622320720127651,0.2536,11000000000000000010000000000000
2013-01-02 03:00,0.0001,0.04450763974870954,0.3116,11000000000000000011000000000000
2013-01-02 04:00,0.0000,0.02062029391527176,0.1650,11000000000000000000000000000000
2013-01-02 05:00,0.0000,0.01866963692009449,0.1494,11000000000000000001000000000000
2013-01-02 06:00,0.0000,0.024552345275878906,0.0982,11000000000000000000100000000000
2013-01-02 07:00,0.0009,0.3131104599345814,3.4442,01000000000000010000000000000000
2013-01-02 08:00,0.0000,0.060197386890649796,0.0602,01000000000000000000110000000000
2013-01-02 09:00,0.0000,0.05853736400604248,0.0585,11000000000000000000000000000000
2013-01-02 10:00,0.0000,0.07490485161542892,0.0749,11000000000000000000000000100000
2013-01-02 11:00,0.0001,0.020894601941108704,0.3343,11000000000000000000000000000000
2013-01-02 12:00,0.0001,0.029098960260550182,0.3492,11000000000000000000000001100000
2013-01-02 13:00,0.0001,0.028007294982671738,0.4481,11000000000000000010000000000000
2013-01-02 14:00,0.0001,0.02095656469464302,0.3353,11000000000000000001000000000000
2013-01-02 15:00,0.0000,0.06770972907543182,0.0677,11000000000000000000000000000000
2013-01-02 16:00,0.0000,0.04891960322856903,0.0489,11000000000000000001000000000000
2013-01-02 17:00,0.0000,0.02101879318555196,0.1261,11000000000000000000000000000000
2013-01-02 18:00,0.0001,0.07976897954940795,0.3988,01000000000000000000000000000001
2013-01-02 19:00,0.0000,0.027166461944580077,0.1358,11000000000000010000100000000000
2013-01-02 20:00,0.0000,0.013832008838653565,0.0692,11000000000000000000100000000001
2013-01-02 21:00,0.0000,0.01376255415380001,0.0138,11000000000000010000110000000001
2013-01-02 22:00,0.0000,-999,0.0000,11000000000000000000000000000000
2013-01-02 23:00,0.0000,-999,0.0000,11000000000000000000000000000001
