lon lat z
71.25 21.25 -271.1087951660156
71.25 21.75 -306.2024841308594
71.25 22.25 -330.8633728027344
71.25 22.75 -401.6114807128906
71.25 23.25 -393.4164733886719
71.25 23.75 -363.9576721191406
71.25 24.25 -327.4072570800781
71.25 24.75 -289.5033569335938
71.25 25.25 -293.0975036621094
71.25 25.75 -316.2334289550781
71.25 26.25 -292.3407592773438
71.25 26.75 -282.4183044433594
71.25 27.25 -276.6460266113281
71.25 27.75 -282.5645446777344
71.25 28.25 -356.13330078125
71.25 28.75 -406.8451232910156
71.25 29.25 -379.3233642578125
71.25 29.75 -335.4628295898438
71.25 30.25 -307.2925720214844
71.25 30.75 -289.695556640625
71.25 31.25 -254.9895935058594
71.25 31.75 -229.0494537353516
71.25 32.25 -248.0103149414062
71.25 32.75 -261.0328674316406
71.25 33.25 -256.6050720214844
71.25 33.75 -235.8579559326172
71.25 34.25 -228.0647583007812
71.25 34.75 -188.1317596435547
71.25 35.25 -173.4884796142578
71.25 35.75 -195.0510101318359
71.25 36.25 -222.2160339355469
71.25 36.75 -238.6318511962891
71.25 37.25 -251.8550262451172
71.25 37.75 -267.5351867675781
71.25 38.25 -306.7298278808594
71.25 38.75 -336.488037109375
71.25 39.25 -352.5389404296875
71.75 16.25 -403.8783264160156
71.75 16.75 -343.232421875
71.75 17.25 -318.5443115234375
71.75 17.75 -284.5183410644531
71.75 18.25 -279.9347839355469
71.75 18.75 -268.4761657714844
71.75 19.25 -258.5495910644531
71.75 19.75 -268.1618041992188
71.75 20.25 -292.7943115234375
71.75 20.75 -328.3147888183594
71.75 21.25 -315.7157287597656
71.75 21.75 -363.7343444824219
71.75 22.25 -381.3472595214844
71.75 22.75 -383.4874572753906
71.75 23.25 -330.72607421875
71.75 23.75 -303.9494934082031
71.75 24.25 -291.7919006347656
71.75 24.75 -275.4661865234375
71.75 25.25 -266.1669616699219
71.75 25.75 -292.9671020507812
71.75 26.25 -330.5765991210938
71.75 26.75 -348.3886108398438
71.75 27.25 -353.0902099609375
71.75 27.75 -343.4277038574219
71.75 28.25 -326.7290344238281
71.75 28.75 -312.3988342285156
71.75 29.25 -311.9750671386719
71.75 29.75 -331.1009216308594
71.75 30.25 -362.5741271972656
71.75 30.75 -338.4889831542969
71.75 31.25 -325.4930114746094
71.75 31.75 -310.5441284179688
71.75 32.25 -309.9812622070312
71.75 32.75 -302.2004089355469
71.75 33.25 -293.9124450683594
71.75 33.75 -262.1965942382812
71.75 34.25 -228.0691375732422
71.75 34.75 -237.4065856933594
71.75 35.25 -254.2518463134766
71.75 35.75 -257.4932861328125
71.75 36.25 -276.882568359375
71.75 36.75 -296.1766357421875
71.75 37.25 -303.0154418945312
71.75 37.75 -331.246337890625
71.75 38.25 -346.2993774414062
71.75 38.75 -372.6041259765625
71.75 39.25 -371.4258117675781
72.25 16.25 -507.0968627929688
72.25 16.75 -382.4107666015625
72.25 17.25 -385.3272094726562
72.25 17.75 -392.9580383300781
72.25 18.25 -368.7196655273438
72.25 18.75 -356.4063720703125
72.25 19.25 -346.0563049316406
72.25 19.75 -322.6918334960938
72.25 20.25 -337.7623901367188
72.25 20.75 -341.8780822753906
72.25 21.25 -331.2107849121094
72.25 21.75 -328.7671203613281
72.25 22.25 -315.7983093261719
72.25 22.75 -295.7207641601562
72.25 23.25 -278.8089904785156
72.25 23.75 -280.915771484375
72.25 24.25 -274.0031127929688
72.25 24.75 -274.5687561035156
72.25 25.25 -269.2941284179688
72.25 25.75 -257.168212890625
72.25 26.25 -251.8525085449219
72.25 26.75 -234.2699584960938
72.25 27.25 -234.6472930908203
72.25 27.75 -264.408447265625
72.25 28.25 -289.8804931640625
72.25 28.75 -275.6639099121094
72.25 29.25 -275.789794921875
72.25 29.75 -287.6882629394531
72.25 30.25 -297.4056091308594
72.25 30.75 -297.6437377929688
72.25 31.25 -301.9124145507812
72.25 31.75 -284.7796325683594
72.25 32.25 -298.6428527832031
72.25 32.75 -280.884521484375
72.25 33.25 -285.0885314941406
72.25 33.75 -272.1347045898438
72.25 34.25 -280.8438110351562
72.25 34.75 -265.8414306640625
72.25 35.25 -232.3796997070312
72.25 35.75 -236.2474670410156
72.25 36.25 -243.8433380126953
72.25 36.75 -229.6044158935547
72.25 37.25 -236.5076751708984
72.25 37.75 -251.4614105224609
72.25 38.25 -253.3235626220703
72.25 38.75 -280.879638671875
72.25 39.25 -300.5450439453125
72.75 16.25 -428.0611267089844
72.75 16.75 -417.2462158203125
72.75 17.25 -388.6878051757812
72.75 17.75 -398.1234741210938
72.75 18.25 -379.0274963378906
72.75 18.75 -384.702880859375
72.75 19.25 -400.6961364746094
72.75 19.75 -410.34765625
72.75 20.25 -422.8384094238281
72.75 20.75 -434.3368835449219
72.75 21.25 -422.5159301757812
72.75 21.75 -419.3104858398438
72.75 22.25 -418.739501953125
72.75 22.75 -390.8976440429688
72.75 23.25 -386.8652648925781
72.75 23.75 -368.955078125
72.75 24.25 -397.6888732910156
72.75 24.75 -367.8457641601562
72.75 25.25 -323.8211364746094
72.75 25.75 -288.4090270996094
72.75 26.25 -309.5001525878906
72.75 26.75 -322.1576843261719
72.75 27.25 -307.7901306152344
72.75 27.75 -290.49267578125
72.75 28.25 -361.54541015625
72.75 28.75 -359.7054748535156
72.75 29.25 -285.4504699707031
72.75 29.75 -288.4609069824219
72.75 30.25 -287.2456359863281
72.75 30.75 -279.7159118652344
72.75 31.25 -274.7620544433594
72.75 31.75 -260.9326782226562
72.75 32.25 -273.2914733886719
72.75 32.75 -283.8147277832031
72.75 33.25 -271.9106750488281
72.75 33.75 -265.0035400390625
72.75 34.25 -232.7837371826172
72.75 34.75 -230.1302490234375
72.75 35.25 -236.4472961425781
72.75 35.75 -225.8218536376953
72.75 36.25 -215.4494476318359
72.75 36.75 -195.9569091796875
72.75 37.25 -223.3586273193359
72.75 37.75 -243.1378326416016
72.75 38.25 -262.8072814941406
72.75 38.75 -274.3037719726562
72.75 39.25 -301.9759216308594
73.25 16.25 -485.7671813964844
73.25 16.75 -487.1701965332031
73.25 17.25 -484.2376403808594
73.25 17.75 -459.5460815429688
73.25 18.25 -456.43896484375
73.25 18.75 -446.6367492675781
73.25 19.25 -456.9180603027344
73.25 19.75 -467.8377380371094
73.25 20.25 -470.61572265625
73.25 20.75 -466.5599670410156
73.25 21.25 -474.9383544921875
73.25 21.75 -463.4025268554688
73.25 22.25 -444.5124206542969
73.25 22.75 -425.0455017089844
73.25 23.25 -381.8489074707031
73.25 23.75 -405.10302734375
73.25 24.25 -408.4393615722656
73.25 24.75 -409.0963439941406
73.25 25.25 -411.7918090820312
73.25 25.75 -430.3914184570312
73.25 26.25 -443.3340148925781
73.25 26.75 -438.6375427246094
73.25 27.25 -362.1141967773438
73.25 27.75 -355.2383422851562
73.25 28.25 -353.9955749511719
73.25 28.75 -293.3063659667969
73.25 29.25 -337.7066345214844
73.25 29.75 -304.1913452148438
73.25 30.25 -338.2210998535156
73.25 30.75 -347.3075561523438
73.25 31.25 -274.6022644042969
73.25 31.75 -283.1990661621094
73.25 32.25 -274.8525695800781
73.25 32.75 -270.246826171875
73.25 33.25 -265.0835571289062
73.25 33.75 -214.3415832519531
73.25 34.25 -217.9748687744141
73.25 34.75 -244.9868927001953
73.25 35.25 -256.2737121582031
73.25 35.75 -238.1040802001953
73.25 36.25 -228.5252075195312
73.25 36.75 -229.8939056396484
73.25 37.25 -223.2020416259766
73.25 37.75 -243.6005401611328
73.25 38.25 -247.1793823242188
73.25 38.75 -241.3515930175781
73.25 39.25 -256.6979370117188
73.75 16.25 -419.4363708496094
73.75 16.75 -378.8418273925781
73.75 17.25 -368.5958251953125
73.75 17.75 -291.4845275878906
73.75 18.25 -259.8497619628906
73.75 18.75 -273.7008056640625
73.75 19.25 -292.9756469726562
73.75 19.75 -347.7835083007812
73.75 20.25 -444.6283569335938
73.75 20.75 -483.8668518066406
73.75 21.25 -507.3461608886719
73.75 21.75 -494.6687316894531
73.75 22.25 -479.5986633300781
73.75 22.75 -470.018798828125
73.75 23.25 -461.1028137207031
73.75 23.75 -461.6897888183594
73.75 24.25 -452.2088317871094
73.75 24.75 -454.4583435058594
73.75 25.25 -462.9974670410156
73.75 25.75 -457.5718078613281
73.75 26.25 -453.172607421875
73.75 26.75 -429.4009704589844
73.75 27.25 -413.3119506835938
73.75 27.75 -399.7145385742188
73.75 28.25 -394.7508850097656
73.75 28.75 -387.5841979980469
73.75 29.25 -376.9740600585938
73.75 29.75 -389.8273010253906
73.75 30.25 -389.1393432617188
73.75 30.75 -382.3547058105469
73.75 31.25 -359.0927124023438
73.75 31.75 -351.5668334960938
73.75 32.25 -310.2474670410156
73.75 32.75 -297.9307250976562
73.75 33.25 -317.8530578613281
73.75 33.75 -332.5810546875
73.75 34.25 -317.1215515136719
73.75 34.75 -299.8274841308594
73.75 35.25 -253.5558319091797
73.75 35.75 -258.5718383789062
73.75 36.25 -241.2660522460938
73.75 36.75 -228.4813537597656
73.75 37.25 -220.5543060302734
73.75 37.75 -226.1114959716797
73.75 38.25 -216.4805755615234
73.75 38.75 -224.142822265625
73.75 39.25 -223.0211181640625
74.25 16.25 -559.8326416015625
74.25 16.75 -261.2167358398438
74.25 17.25 -198.9154357910156
74.25 17.75 -170.3584747314453
74.25 18.25 -108.5122222900391
74.25 18.75 -44.24404144287109
74.25 19.25 -61.18267440795898
74.25 19.75 -83.9111099243164
74.25 20.25 -114.7344436645508
74.25 20.75 -160.1049041748047
74.25 21.25 -264.0553283691406
74.25 21.75 -253.2864532470703
74.25 22.25 -203.0394592285156
74.25 22.75 -242.0850982666016
74.25 23.25 -305.0431213378906
74.25 23.75 -347.8166198730469
74.25 24.25 -404.9080200195312
74.25 24.75 -417.0944213867188
74.25 25.25 -432.0666809082031
74.25 25.75 -420.2037048339844
74.25 26.25 -410.8753662109375
74.25 26.75 -412.215576171875
74.25 27.25 -413.9750061035156
74.25 27.75 -413.1174621582031
74.25 28.25 -403.5035705566406
74.25 28.75 -394.3692932128906
74.25 29.25 -382.7813415527344
74.25 29.75 -371.9679565429688
74.25 30.25 -338.8896484375
74.25 30.75 -317.9100646972656
74.25 31.25 -282.8106689453125
74.25 31.75 -222.4745941162109
74.25 32.25 -232.6476440429688
74.25 32.75 -260.0292663574219
74.25 33.25 -280.7542724609375
74.25 33.75 -277.5673522949219
74.25 34.25 -285.3998413085938
74.25 34.75 -281.6357116699219
74.25 35.25 -285.6756591796875
74.25 35.75 -278.0644226074219
74.25 36.25 -258.3995971679688
74.25 36.75 -241.0093078613281
74.25 37.25 -238.6472625732422
74.25 37.75 -204.6615142822266
74.25 38.25 -193.213623046875
74.25 38.75 -203.3621520996094
74.25 39.25 -215.2646789550781
74.75 16.25 -278.387451171875
74.75 16.75 -220.74609375
74.75 17.25 -243.4859313964844
74.75 17.75 -258.942138671875
74.75 18.25 -202.8584289550781
74.75 18.75 -170.0472869873047
74.75 19.25 -95.99475860595703
74.75 19.75 -52.59561538696289
74.75 20.25 -56.93717575073242
74.75 20.75 -69.92304229736328
74.75 21.25 -100.489860534668
74.75 21.75 -146.8593597412109
74.75 22.25 -108.8144760131836
74.75 22.75 -100.7038497924805
74.75 23.25 -125.7142028808594
74.75 23.75 -159.0066680908203
74.75 24.25 -173.1758422851562
74.75 24.75 -206.5520629882812
74.75 25.25 -244.613037109375
74.75 25.75 -284.1493835449219
74.75 26.25 -307.78564453125
74.75 26.75 -327.9384460449219
74.75 27.25 -353.3289794921875
74.75 27.75 -366.5767211914062
74.75 28.25 -362.4061279296875
74.75 28.75 -380.4293212890625
74.75 29.25 -386.3302612304688
74.75 29.75 -384.2748718261719
74.75 30.25 -378.4235534667969
74.75 30.75 -364.6053466796875
74.75 31.25 -302.2175903320312
74.75 31.75 -254.9154815673828
74.75 32.25 -169.1528930664062
74.75 32.75 -179.1960296630859
74.75 33.25 -203.3682250976562
74.75 33.75 -239.7654113769531
74.75 34.25 -239.8597869873047
74.75 34.75 -250.2405700683594
74.75 35.25 -248.2635040283203
74.75 35.75 -252.6539459228516
74.75 36.25 -241.8924865722656
74.75 36.75 -204.2337799072266
74.75 37.25 -200.9837646484375
74.75 37.75 -171.8993225097656
74.75 38.25 -149.1624908447266
74.75 38.75 -149.8569946289062
74.75 39.25 -158.9652404785156
75.25 16.25 -201.2985534667969
75.25 16.75 -171.1842956542969
75.25 17.25 -147.0850982666016
75.25 17.75 -127.1295166015625
75.25 18.25 -49.06689834594727
75.25 18.75 -23.31222724914551
75.25 19.25 -33.90158081054688
75.25 19.75 -42.87751388549805
75.25 20.25 -40.30387878417969
75.25 20.75 -44.73893356323242
75.25 21.25 -45.32424545288086
75.25 21.75 -52.94883728027344
75.25 22.25 -62.80529403686523
75.25 22.75 -78.41642761230469
75.25 23.25 -111.6778335571289
75.25 23.75 -137.7045135498047
75.25 24.25 -143.4760284423828
75.25 24.75 -166.5484161376953
75.25 25.25 -177.6416015625
75.25 25.75 -187.60205078125
75.25 26.25 -202.0964660644531
75.25 26.75 -214.1354675292969
75.25 27.25 -246.0824127197266
75.25 27.75 -277.7031860351562
75.25 28.25 -313.923583984375
75.25 28.75 -346.1703796386719
75.25 29.25 -351.1553955078125
75.25 29.75 -369.2830505371094
75.25 30.25 -387.0416259765625
75.25 30.75 -376.5017700195312
75.25 31.25 -360.9197998046875
75.25 31.75 -340.6699829101562
75.25 32.25 -312.4630737304688
75.25 32.75 -229.0373840332031
75.25 33.25 -190.4159240722656
75.25 33.75 -178.3531799316406
75.25 34.25 -147.1439208984375
75.25 34.75 -165.5807800292969
75.25 35.25 -159.8932647705078
75.25 35.75 -160.0549926757812
75.25 36.25 -158.5396728515625
75.25 36.75 -167.0562286376953
75.25 37.25 -186.4314575195312
75.25 37.75 -199.6582336425781
75.25 38.25 -185.5357971191406
75.25 38.75 -192.1524200439453
75.25 39.25 -212.1063690185547
75.75 16.25 -380.8104248046875
75.75 16.75 -327.6739196777344
75.75 17.25 -239.1547088623047
75.75 17.75 -207.510009765625
75.75 18.25 -105.8674163818359
75.75 18.75 -90.69181823730469
75.75 19.25 -61.35889053344727
75.75 19.75 -49.33531188964844
75.75 20.25 -41.55646896362305
75.75 20.75 -33.56626129150391
75.75 21.25 -40.86723327636719
75.75 21.75 -43.87754058837891
75.75 22.25 -51.48193359375
75.75 22.75 -53.45895385742188
75.75 23.25 -72.06377410888672
75.75 23.75 -85.43330383300781
75.75 24.25 -100.3237152099609
75.75 24.75 -100.7392883300781
75.75 25.25 -115.175048828125
75.75 25.75 -109.8815307617188
75.75 26.25 -144.5263824462891
75.75 26.75 -144.6806640625
75.75 27.25 -227.5511474609375
75.75 27.75 -254.109375
75.75 28.25 -240.3285827636719
75.75 28.75 -272.4170227050781
75.75 29.25 -302.7591552734375
75.75 29.75 -323.1098327636719
75.75 30.25 -329.6130981445312
75.75 30.75 -352.4992370605469
75.75 31.25 -360.4335632324219
75.75 31.75 -332.9864807128906
75.75 32.25 -324.0927734375
75.75 32.75 -287.5877075195312
75.75 33.25 -258.7463989257812
75.75 33.75 -227.5917053222656
75.75 34.25 -203.1955871582031
75.75 34.75 -183.1640777587891
75.75 35.25 -172.3500823974609
75.75 35.75 -169.6723022460938
75.75 36.25 -172.3189544677734
75.75 36.75 -188.0829162597656
75.75 37.25 -186.3605499267578
75.75 37.75 -197.9873657226562
75.75 38.25 -219.9382171630859
75.75 38.75 -236.0217132568359
75.75 39.25 -272.1215209960938
76.25 16.25 -173.7442474365234
76.25 16.75 -220.3202667236328
76.25 17.25 -277.1693420410156
76.25 17.75 -302.5168762207031
76.25 18.25 -249.9792327880859
76.25 18.75 -265.7740173339844
76.25 19.25 -254.6607055664062
76.25 19.75 -233.5644226074219
76.25 20.25 -241.9496154785156
76.25 20.75 -219.7097473144531
76.25 21.25 -200.3719329833984
76.25 21.75 -138.0908660888672
76.25 22.25 -98.09515380859375
76.25 22.75 -57.70063018798828
76.25 23.25 -46.91403961181641
76.25 23.75 -70.3353500366211
76.25 24.25 -59.47563934326172
76.25 24.75 -63.88652038574219
76.25 25.25 -80.9006118774414
76.25 25.75 -102.9050216674805
76.25 26.25 -128.1272583007812
76.25 26.75 -162.8180694580078
76.25 27.25 -144.8005523681641
76.25 27.75 -128.7073822021484
76.25 28.25 -135.1376647949219
76.25 28.75 -175.1846008300781
76.25 29.25 -255.9354705810547
76.25 29.75 -293.5702514648438
76.25 30.25 -305.9744262695312
76.25 30.75 -301.4447631835938
76.25 31.25 -318.9893798828125
76.25 31.75 -319.4552001953125
76.25 32.25 -295.8146362304688
76.25 32.75 -300.2400512695312
76.25 33.25 -303.3737182617188
76.25 33.75 -304.709228515625
76.25 34.25 -299.17529296875
76.25 34.75 -303.135498046875
76.25 35.25 -303.9213562011719
76.25 35.75 -299.9222106933594
76.25 36.25 -283.6640319824219
76.25 36.75 -283.5191955566406
76.25 37.25 -280.802734375
76.25 37.75 -271.7116394042969
76.25 38.25 -257.2261962890625
76.25 38.75 -247.0673980712891
76.25 39.25 -230.4817657470703
76.75 16.25 219.6049346923828
76.75 16.75 181.3777770996094
76.75 17.25 -64.97755432128906
76.75 17.75 -159.3573913574219
76.75 18.25 -154.2078399658203
76.75 18.75 -66.84996032714844
76.75 19.25 -145.6699676513672
76.75 19.75 -148.4639587402344
76.75 20.25 -157.3678894042969
76.75 20.75 -47.80025100708008
76.75 21.25 -28.82329750061035
76.75 21.75 -47.54104614257812
76.75 22.25 -127.3515090942383
76.75 22.75 -144.4242553710938
76.75 23.25 -134.8795776367188
76.75 23.75 -65.74968719482422
76.75 24.25 -45.09619522094727
76.75 24.75 -39.01057434082031
76.75 25.25 -37.77207565307617
76.75 25.75 -54.517578125
76.75 26.25 -64.60665893554688
76.75 26.75 -107.6178207397461
76.75 27.25 -115.1814727783203
76.75 27.75 -154.9420776367188
76.75 28.25 -129.0906982421875
76.75 28.75 -200.0177764892578
76.75 29.25 -261.37939453125
76.75 29.75 -263.8395385742188
76.75 30.25 -263.1220703125
76.75 30.75 -269.9612121582031
76.75 31.25 -268.5417175292969
76.75 31.75 -285.1708679199219
76.75 32.25 -251.350830078125
76.75 32.75 -194.6539306640625
76.75 33.25 -122.5497512817383
76.75 33.75 -120.3969802856445
76.75 34.25 -143.1815185546875
76.75 34.75 -149.0547790527344
76.75 35.25 -166.8169097900391
76.75 35.75 -182.3834075927734
76.75 36.25 -196.2539672851562
76.75 36.75 -198.1777191162109
76.75 37.25 -181.2767181396484
76.75 37.75 -167.6251373291016
76.75 38.25 -193.9373321533203
76.75 38.75 -191.4391784667969
76.75 39.25 -197.9865112304688
77.25 16.25 505.1777648925781
77.25 16.75 428.78369140625
77.25 17.25 141.8666687011719
77.25 17.75 -86.30635070800781
77.25 18.25 -99.09662628173828
77.25 18.75 -111.7249984741211
77.25 19.25 -152.8958587646484
77.25 19.75 -146.0282745361328
77.25 20.25 -125.2126083374023
77.25 20.75 -64.68698120117188
77.25 21.25 -41.81256103515625
77.25 21.75 -29.97243309020996
77.25 22.25 -39.00014495849609
77.25 22.75 -1.611281752586365
77.25 23.25 -49.68324661254883
77.25 23.75 -103.7212066650391
77.25 24.25 -67.52532196044922
77.25 24.75 -68.50666046142578
77.25 25.25 -75.2750015258789
77.25 25.75 -92.19674682617188
77.25 26.25 -114.3164520263672
77.25 26.75 -146.2622528076172
77.25 27.25 -195.0779418945312
77.25 27.75 -222.1856689453125
77.25 28.25 -171.6738891601562
77.25 28.75 -178.8793487548828
77.25 29.25 -186.1758270263672
77.25 29.75 -201.9163055419922
77.25 30.25 -187.9523620605469
77.25 30.75 -186.1534423828125
77.25 31.25 -179.6299285888672
77.25 31.75 -174.6172637939453
77.25 32.25 -170.8116149902344
77.25 32.75 -162.0893096923828
77.25 33.25 -155.8416595458984
77.25 33.75 -150.0083770751953
77.25 34.25 -186.1662445068359
77.25 34.75 -150.4892120361328
77.25 35.25 -151.9062194824219
77.25 35.75 -148.5558166503906
77.25 36.25 -140.9670257568359
77.25 36.75 -150.2097930908203
77.25 37.25 -176.7000885009766
77.25 37.75 -195.0683288574219
77.25 38.25 -202.4368743896484
77.25 38.75 -208.4146575927734
77.25 39.25 -216.3133850097656
77.75 16.25 694.7308349609375
77.75 16.75 454.2548217773438
77.75 17.25 114.7777786254883
77.75 17.75 521.73876953125
77.75 18.25 387.5758056640625
77.75 18.75 -95.87955474853516
77.75 19.25 -91.9884033203125
77.75 19.75 -65.48456573486328
77.75 20.25 -76.90877532958984
77.75 20.75 -33.42356872558594
77.75 21.25 237.8987579345703
77.75 21.75 263.5555419921875
77.75 22.25 396.8222351074219
77.75 22.75 149.8222198486328
77.75 23.25 429.0237121582031
77.75 23.75 224.7777709960938
77.75 24.25 -10.99019050598145
77.75 24.75 -47.68042373657227
77.75 25.25 -61.30447006225586
77.75 25.75 -171.4990844726562
77.75 26.25 -134.9205627441406
77.75 26.75 -122.6100234985352
77.75 27.25 -123.6578598022461
77.75 27.75 -152.1314544677734
77.75 28.25 -203.1239471435547
77.75 28.75 -215.1394653320312
77.75 29.25 -233.4486694335938
77.75 29.75 -221.5380554199219
77.75 30.25 -259.5956420898438
77.75 30.75 -232.2767944335938
77.75 31.25 -212.1057434082031
77.75 31.75 -175.5934448242188
77.75 32.25 -127.3568649291992
77.75 32.75 -156.4992065429688
77.75 33.25 -157.4276580810547
77.75 33.75 -191.0055541992188
77.75 34.25 -169.1078491210938
77.75 34.75 -181.8125762939453
77.75 35.25 -135.1973266601562
77.75 35.75 -155.9508819580078
77.75 36.25 -153.3327484130859
77.75 36.75 -155.7300262451172
77.75 37.25 -230.4061431884766
77.75 37.75 -239.1119232177734
77.75 38.25 -231.7816467285156
77.75 38.75 -242.8088226318359
77.75 39.25 -240.1461334228516
78.25 16.25 374.498779296875
78.25 16.75 598.4241943359375
78.25 17.25 14.08888912200928
78.25 17.75 25
78.25 18.25 604.2444458007812
78.25 18.75 116.9111099243164
78.25 19.25 -83.7249984741211
78.25 19.75 -55.3730354309082
78.25 20.25 -54.24731063842773
78.25 20.75 19.77777862548828
78.25 21.25 226.2024688720703
78.25 21.75 11.64444446563721
78.25 22.25 -20.20044708251953
78.25 22.75 0
78.25 23.25 -18.56113433837891
78.25 23.75 -39.97631072998047
78.25 24.25 -84.6479721069336
78.25 24.75 -100.085075378418
78.25 25.25 -110.3814163208008
78.25 25.75 -159.1595916748047
78.25 26.25 -228.0984344482422
78.25 26.75 -303.7490844726562
78.25 27.25 -311.2241821289062
78.25 27.75 -307.1339111328125
78.25 28.25 -322.0757446289062
78.25 28.75 -308.3187255859375
78.25 29.25 -346.7461242675781
78.25 29.75 -332.1577453613281
78.25 30.25 -314.1054382324219
78.25 30.75 -257.0227355957031
78.25 31.25 -239.5204010009766
78.25 31.75 -217.7572174072266
78.25 32.25 -220.0531768798828
78.25 32.75 -195.2743377685547
78.25 33.25 -159.8063659667969
78.25 33.75 -150.189697265625
78.25 34.25 -192.1248168945312
78.25 34.75 -237.7725524902344
78.25 35.25 -200.7500152587891
78.25 35.75 -141.2230987548828
78.25 36.25 -100.6162338256836
78.25 36.75 -112.3406143188477
78.25 37.25 -166.9922943115234
78.25 37.75 -170.6416015625
78.25 38.25 -193.1273345947266
78.25 38.75 -145.8918609619141
78.25 39.25 -213.1235504150391
78.75 16.25 400.3333435058594
78.75 16.75 440.8888854980469
78.75 17.25 853.4000244140625
78.75 17.75 989.6889038085938
78.75 18.25 1095.511108398438
78.75 18.75 606
78.75 19.25 435.4222106933594
78.75 19.75 503
78.75 20.25 274.6000061035156
78.75 20.75 455.6222229003906
78.75 21.25 249.2222290039062
78.75 21.75 -35.70718383789062
78.75 22.25 -63.82159042358398
78.75 22.75 -116.2659149169922
78.75 23.25 -107.1476135253906
78.75 23.75 -137.2945709228516
78.75 24.25 -150.5834808349609
78.75 24.75 -141.1764831542969
78.75 25.25 -121.9980239868164
78.75 25.75 -96.88858032226562
78.75 26.25 -51.73774337768555
78.75 26.75 2.460207462310791
78.75 27.25 -102.4425811767578
78.75 27.75 -99.9619369506836
78.75 28.25 -59.08169174194336
78.75 28.75 -47.07755661010742
78.75 29.25 -136.5936431884766
78.75 29.75 -145.7598724365234
78.75 30.25 -232.5647888183594
78.75 30.75 -179.7237396240234
78.75 31.25 -181.5195159912109
78.75 31.75 -252.5328063964844
78.75 32.25 -278.9947814941406
78.75 32.75 -273.3446960449219
78.75 33.25 -274.3096008300781
78.75 33.75 -285.0039978027344
78.75 34.25 -289.9756469726562
78.75 34.75 -266.7201843261719
78.75 35.25 -244.8193359375
78.75 35.75 -224.4405364990234
78.75 36.25 -235.350341796875
78.75 36.75 -259.0420837402344
78.75 37.25 -222.3327026367188
78.75 37.75 -215.0184783935547
78.75 38.25 -161.0255889892578
78.75 38.75 -161.5567016601562
78.75 39.25 -180.5833435058594
79.25 16.25 601.888916015625
79.25 16.75 1167.575805664062
79.25 17.25 541
79.25 17.75 889.111083984375
79.25 18.25 332.8444519042969
79.25 18.75 -0.8094627261161804
79.25 19.25 -55.79219818115234
79.25 19.75 -29.01218795776367
79.25 20.25 0
79.25 20.75 -77.03903198242188
79.25 21.25 -55.06777572631836
79.25 21.75 -59.81791687011719
79.25 22.25 -49.7739143371582
79.25 22.75 0
79.25 23.25 2.299259185791016
79.25 23.75 30.17777824401855
79.25 24.25 -11.23498630523682
79.25 24.75 -87.31856536865234
79.25 25.25 -117.3358154296875
79.25 25.75 -157.8962249755859
79.25 26.25 -209.0636596679688
79.25 26.75 -270.2119445800781
79.25 27.25 -302.5011291503906
79.25 27.75 -249.9845275878906
79.25 28.25 -228.2405853271484
79.25 28.75 -204.5797424316406
79.25 29.25 -206.4197387695312
79.25 29.75 -201.6903991699219
79.25 30.25 -214.6552124023438
79.25 30.75 -199.8457183837891
79.25 31.25 -204.0646362304688
79.25 31.75 -132.9723663330078
79.25 32.25 -113.4242858886719
79.25 32.75 -167.414794921875
79.25 33.25 -200.3749847412109
79.25 33.75 -206.5996246337891
79.25 34.25 -236.5919799804688
79.25 34.75 -240.8896942138672
79.25 35.25 -237.626708984375
79.25 35.75 -235.2024993896484
79.25 36.25 -261.1333923339844
79.25 36.75 -273.4207458496094
79.25 37.25 -304.9476013183594
79.25 37.75 -322.2677307128906
79.25 38.25 -319.1939086914062
79.25 38.75 -332.1737670898438
79.25 39.25 -299.656005859375
79.75 16.25 493.5333251953125
79.75 16.75 539.4849243164062
79.75 17.25 623.411865234375
79.75 17.75 249.1832122802734
79.75 18.25 -424.8386535644531
79.75 18.75 23.53333282470703
79.75 19.25 0
79.75 19.75 91.35752868652344
79.75 20.25 -10.2909574508667
79.75 20.75 -17.84491920471191
79.75 21.25 -15.43704223632812
79.75 21.75 1.48888885974884
79.75 22.25 250
79.75 22.75 274.39208984375
79.75 23.25 353.109619140625
79.75 23.75 546.2222290039062
79.75 24.25 705.6997680664062
79.75 24.75 703.7777709960938
79.75 25.25 520.6424560546875
79.75 25.75 334.95556640625
79.75 26.25 133.2370300292969
79.75 26.75 -52.43399429321289
79.75 27.25 -89.71661376953125
79.75 27.75 -90.63805389404297
79.75 28.25 -141.7226867675781
79.75 28.75 -223.5319519042969
79.75 29.25 -236.7508239746094
79.75 29.75 -183.60009765625
79.75 30.25 -164.6149749755859
79.75 30.75 -101.0602111816406
79.75 31.25 -97.26387023925781
79.75 31.75 -119.8761138916016
79.75 32.25 -152.1885986328125
79.75 32.75 -318.7806091308594
79.75 33.25 -324.7602844238281
79.75 33.75 -289.1325988769531
79.75 34.25 -260.6231994628906
79.75 34.75 -270.2318115234375
79.75 35.25 -273.9418334960938
79.75 35.75 -282.9560852050781
79.75 36.25 -266.4342956542969
79.75 36.75 -247.7625579833984
79.75 37.25 -256.2647705078125
79.75 37.75 -263.7659606933594
79.75 38.25 -270.9129943847656
