DATE,TIME,TAIR,RH,TCNR4,KINC,KOUT,LINC,LOUT,WSPD1,WSPD2,WINDDIR,SR50
7/21/2017,11:00:00,3.36,96.37,1.07,472.9,245.45,324.4,320.62,1.4,1.37,344.96,2.96
7/21/2017,12:00:00,2.34,99.32,0.99,228.25,116.2,326.69,320.27,1.53,1.7,222.35,2.97
7/21/2017,13:00:00,1.71,100,0.76,336.72,197.3,319.68,319.19,1.34,1.32,358.11,2.96
7/21/2017,14:00:00,2.69,97.85,1.05,439.95,246.77,323.95,320.53,1.09,1.06,1.94,2.97
7/21/2017,15:00:00,2.16,99.35,0.77,102.89,57.37,324.98,319.23,0.71,0.75,27.68,2.97
7/21/2017,16:00:00,1.59,100,0.34,60.93,34.82,318.58,317.21,1.34,1.3,67.98,2.96
7/21/2017,17:00:00,1.76,99.17,0.3,52.04,29.73,315.61,317.05,2.08,2.07,82.32,2.96
7/21/2017,18:00:00,1.82,99.5,0.43,13.42,8.36,317.85,317.66,1.24,1.1,334.83,2.96
7/21/2017,19:00:00,1.52,100,0.27,0,0,319.62,316.93,1.01,0.92,293.37,2.96
7/21/2017,20:00:00,1.3,99.85,0.02,0,0,316.45,315.74,2.16,2.06,332.91,2.96
7/21/2017,21:00:00,1.59,98.3,0.14,0,0,301.42,316.31,1.04,1,328.93,2.96
7/21/2017,22:00:00,1.73,97.98,0.15,0,0,309.61,316.35,0.62,0.55,74.71,2.96
7/21/2017,23:00:00,1.22,99.98,0.14,0,0,314.76,316.29,1.12,1.11,17.89,2.96
7/22/2017,0:00:00,1.45,96.88,0.15,0,0,304.86,316.36,0.62,0.64,31.34,2.96
7/22/2017,1:00:00,0.93,99.88,0.09,0,0,315.19,316.07,1.04,1.1,338.61,2.96
7/22/2017,2:00:00,1,100,0.15,0,0,314.69,316.36,0.74,0.76,22.87,2.96
7/22/2017,3:00:00,0.75,100,0.12,0,0,313.5,316.23,0.54,0.46,52.01,2.96
7/22/2017,4:00:00,0.79,100,0.06,0,0,311.18,315.95,0.99,0.86,88.41,2.96
7/22/2017,5:00:00,0.29,100,0.08,18.96,11.79,315.96,316.05,1.03,0.94,115.38,2.97
7/22/2017,6:00:00,0.67,100,0.13,102.65,60.3,315.75,316.25,0.92,0.97,339.25,2.96
7/22/2017,7:00:00,1.57,100,0.52,166.77,105.73,320.46,318.05,0.35,0.4,97.62,2.97
7/22/2017,8:00:00,2.36,94.57,0.74,379.41,221.12,317.51,319.08,1.42,1.47,109.93,2.96
7/22/2017,9:00:00,2.49,95.73,0.91,342.72,188.03,322.15,319.9,1.94,1.97,171.76,2.97
7/22/2017,10:00:00,3.26,90.39,1.47,720.66,334.71,320.65,322.49,2.02,1.98,127.82,2.98
7/22/2017,11:00:00,1.87,100,0.83,514.63,229.24,323.03,319.52,3.36,3.45,135.23,2.98
7/22/2017,12:00:00,2.17,100,0.8,357.63,147.38,325.47,319.39,2,1.97,152.3,2.99
7/22/2017,13:00:00,2.23,100,0.6,230.55,92.13,325.31,318.43,1.61,1.64,222.8,3
7/22/2017,14:00:00,1.99,100,0.59,204.94,78.42,324.24,318.41,2.04,2.07,155.83,2.99
7/22/2017,15:00:00,2,100,0.53,206.13,76.13,322.3,318.11,2.22,2.22,129.69,3
7/22/2017,16:00:00,2.14,99.83,0.56,153.65,54.55,322.05,318.24,1.53,1.54,211.41,3
7/22/2017,17:00:00,1.78,100,0.44,120.55,42.98,318.58,317.72,2.09,1.95,347.7,3
7/22/2017,18:00:00,1.98,99.58,0.34,52.74,19.55,300.21,317.24,1.41,1.34,350.37,3
7/22/2017,19:00:00,1.72,100,0.25,0,0,286.97,316.82,0.96,1.24,58.94,3
7/22/2017,20:00:00,1.96,98.48,0.49,0,0,301.03,317.94,1.3,1.59,61.41,3
7/22/2017,21:00:00,1.29,100,0.07,0,0,306.54,315.97,1.07,1.22,28.94,3
7/22/2017,22:00:00,1.24,100,0.19,0.22,0,318.71,316.54,0.75,0.7,8.85,2.99
7/22/2017,23:00:00,1.03,100,-0.02,0,0,315.77,315.56,0.59,0.56,352.29,2.99
7/23/2017,0:00:00,0.4,100,0.08,0,0,316.53,316.05,1.41,1.47,291.82,2.99
7/23/2017,1:00:00,0.08,100,0.01,0,0,315.69,315.69,0.68,0.76,308.83,3.02
7/23/2017,2:00:00,0.1,100,0.01,0,0,315.69,315.69,0.46,1.51,40.15,3
7/23/2017,3:00:00,0.6,98.18,-0.6,0,0,315.74,312.9,0.2,2.08,39.67,3
7/23/2017,4:00:00,0.7,91.95,-2.77,0,0,314.04,303.09,0.68,0.82,24.68,NA
7/23/2017,5:00:00,0.55,89.5,-3.73,2.73,13.37,310.15,298.79,1.09,1.26,11.73,3
7/23/2017,6:00:00,0.51,90.15,-4.3,43.86,64.6,310.87,296.23,1.03,1.27,28.81,3
7/23/2017,7:00:00,2.08,85.68,-2.53,160.01,188.79,314.51,304.16,0.92,1.01,52.61,NA
7/23/2017,8:00:00,3.13,81.26,0.17,450.24,261.95,297.4,316.45,1.01,1.09,48.39,3.01
7/23/2017,9:00:00,3.23,86.1,0.97,279.58,192.52,307.3,320.17,0.86,0.74,347.12,3
7/23/2017,10:00:00,3.35,92.35,1.36,368.88,255.92,318.28,322.01,0.67,0.59,331.52,3.01
7/23/2017,11:00:00,4.4,85,2.43,627.18,368.51,324.65,327.06,0.73,0.64,358.69,3.01
7/23/2017,12:00:00,3.58,98.58,2.28,873.44,366.61,331.2,326.35,1.77,1.76,226.67,3.01
7/23/2017,13:00:00,2.4,100,1.28,352.7,110.42,327.03,321.64,1.38,1.4,263.64,3.02
7/23/2017,14:00:00,3.24,99.9,1.17,578.42,159.95,323.51,321.11,0.8,0.66,322.46,3.01
7/23/2017,15:00:00,3.26,99.93,1.92,510.69,117.32,324.59,324.64,0.76,0.67,349.3,3.02
7/23/2017,16:00:00,2.13,100,0.73,156.72,36.96,325.69,319.07,0.86,0.87,4.63,3.03
7/23/2017,17:00:00,1.88,100,0.7,65.19,16.31,325.88,318.89,2.22,2.3,214.78,3.03
7/23/2017,18:00:00,1.29,100,0.55,9.61,1.71,321.88,318.21,0.57,0.58,272.55,3.02
7/23/2017,19:00:00,1.33,100,0.51,0.01,0,321.11,318.04,0.83,0.78,268.65,3.02
7/23/2017,20:00:00,1.27,100,0.44,0,0,320.78,317.68,1.14,1.14,225.28,3.02
7/23/2017,21:00:00,0.93,100,0.3,0,0,318.77,317.03,2.07,2.15,254.4,3.02
7/23/2017,22:00:00,0.46,100,0.01,0,0,315.71,315.71,1.52,1.47,322.63,3.03
7/23/2017,23:00:00,0.16,100,0,0,0,315.67,315.67,0.76,0.92,309.71,3.01
7/24/2017,0:00:00,-0.21,100,-0.23,0,0,315.6,314.59,0.36,NA,NA,3.04
7/24/2017,1:00:00,-0.21,100,-0.71,0,0,315.07,312.4,0,NA,NA,3.04
7/24/2017,2:00:00,0.03,100,-0.06,0,0,315.4,315.4,0,NA,NA,3.01
7/24/2017,3:00:00,0.11,100,-0.19,0,0,315.69,314.79,0.09,NA,NA,3
7/24/2017,4:00:00,0.25,100,-0.11,0,0,315.69,315.14,0.61,NA,NA,3.01
7/24/2017,5:00:00,0.34,100,-0.47,4.08,10.27,315.69,313.5,0.43,NA,NA,NA
7/24/2017,6:00:00,0.95,100,-0.48,29.7,63.29,315.69,313.46,0.55,NA,NA,NA
7/24/2017,7:00:00,2.17,99.98,0.35,77.79,148.35,314.65,317.29,0.46,0.5,125.05,3
7/24/2017,8:00:00,2.3,99.88,0.74,164.05,177.26,315.44,319.09,0.6,0.48,97.44,3
7/24/2017,9:00:00,2.52,97.08,1.15,306.92,238.54,322.16,321.01,0.38,0.4,64.47,2.99
7/24/2017,10:00:00,3.47,88.73,1.38,427.04,320.67,333.17,322.1,0.55,0.43,334.33,2.99
7/24/2017,11:00:00,3.46,90.38,1.41,430.68,313.36,333.6,322.25,0.8,0.69,313.57,3
7/24/2017,12:00:00,3.09,94.98,1.43,575.33,394.76,329.09,322.31,1.49,1.44,263.26,3
7/24/2017,13:00:00,3.29,96.97,1.31,461.97,313.36,330.13,321.77,1.32,1.33,242.45,3
7/24/2017,14:00:00,3.09,97.72,1.06,270.04,177.67,324.96,320.57,0.91,0.83,275.52,3
7/24/2017,15:00:00,4.53,88.8,2.09,547.59,334.23,329.23,325.45,1.03,1,260.57,3
7/24/2017,16:00:00,2.4,100,0.88,202.26,117.29,324.29,319.72,0.88,0.78,327.53,3
7/24/2017,17:00:00,2.12,100,0.84,130.67,72.49,322.92,319.55,0.77,0.79,0.82,3.02
7/24/2017,18:00:00,1.77,100,0.7,41.08,22.36,325.01,318.93,2.22,2.33,210.17,3.02
7/24/2017,19:00:00,1.37,100,0.6,0,0,321.54,318.46,1.81,2,256.94,3.02
7/24/2017,20:00:00,0.84,100,0.06,0,0,318.62,315.95,2.65,2.75,286.76,3.02
7/24/2017,21:00:00,0.86,100,0.26,0,0,318.25,316.84,1.91,2.03,275.63,3.02
7/24/2017,22:00:00,0.88,100,0.59,0,0,318.92,318.39,0.74,0.81,272.96,3.02
7/24/2017,23:00:00,0.78,100,0.48,0,0,315.4,317.88,0.64,0.6,88.08,3.02
7/25/2017,0:00:00,0.83,100,0.46,0,0,313.2,317.79,1.06,1.02,92.78,3.02
7/25/2017,1:00:00,0.65,100,0.44,0,0,317.03,317.71,0.47,0.34,281.9,3.02
7/25/2017,2:00:00,0.41,100,0.16,0,0,315.48,316.41,0.55,0.48,4.97,3.02
7/25/2017,3:00:00,0.31,100,0.04,0,0,313.34,315.82,0.32,0.24,358.2,3.02
7/25/2017,4:00:00,0.35,100,0.1,0,0,315.34,316.11,0.72,0.69,128.09,3.02
7/25/2017,5:00:00,0.18,100,0.02,11.87,6.14,313.31,315.75,0.77,0.87,299.25,3.02
7/25/2017,6:00:00,0.28,100,0.13,94.14,44.48,313.64,316.28,0.49,0.45,26.87,3.02
7/25/2017,7:00:00,1.23,100,0.55,273.75,116.44,320.34,318.21,0.49,0.52,45.99,3.02
7/25/2017,8:00:00,2.02,100,0.73,251.59,110.98,324.47,319.05,0.28,0.29,20.08,3.02
7/25/2017,9:00:00,2.6,99.7,0.85,266.61,111.54,324.58,319.59,0.41,0.31,5.12,3.01
7/25/2017,10:00:00,3.09,95.28,1.07,352.65,126.58,325.16,320.65,0.32,0.35,33.67,3.03
7/25/2017,11:00:00,3.23,95.45,1.02,496.96,130.62,326.79,320.41,0.64,0.71,329.52,3.04
7/25/2017,12:00:00,1.52,100,0.58,328.25,86.45,322.63,318.36,1.42,1.35,319.36,3.02
7/25/2017,13:00:00,1.96,100,0.56,375.85,101.18,323.74,318.25,1.01,0.94,348.73,3.03
7/25/2017,14:00:00,2.72,97,0.76,396.67,90.09,327.72,319.17,0.62,0.57,346.85,3.04
7/25/2017,15:00:00,1.67,100,0.56,239.26,47.78,325.31,318.28,1.55,1.62,231.76,3.05
7/25/2017,16:00:00,1.61,99.97,0.43,235.08,46.47,318.46,317.65,1.75,1.67,307.51,3.07
7/25/2017,17:00:00,2.32,99.03,0.47,114.76,22.87,321.17,317.85,0.53,0.36,325.81,3.05
7/25/2017,18:00:00,1.81,100,0.37,22.79,4.92,320.28,317.38,0.78,0.75,347.09,3.05
7/25/2017,19:00:00,1.65,100,0.39,0,0,320.07,317.48,0.63,0.74,27.39,3.05
7/25/2017,20:00:00,1.54,100,0.42,0,0,316.67,317.63,1.01,0.91,335.32,3.04
7/25/2017,21:00:00,1.35,100,0.42,0,0,319.2,317.62,1.28,1.23,239.38,3.04
7/25/2017,22:00:00,0.52,100,0.06,0,0,316.42,315.95,1.52,1.57,268.4,3.04
7/25/2017,23:00:00,0.64,100,0.15,0,0,307.39,316.33,1.11,1.1,347.17,3.04
7/26/2017,0:00:00,0.89,100,0.07,0,0,296.88,315.96,0.95,0.94,344.74,3.04
7/26/2017,1:00:00,0.88,100,0.3,0,0,309.93,317.07,0.74,0.71,13.99,3.04
7/26/2017,2:00:00,0.8,100,-0.08,0,0,301.45,315.29,0.81,0.7,348.48,3.04
7/26/2017,3:00:00,0.5,100,0.04,0,0,305.57,315.83,1.26,1.15,353.55,3.05
7/26/2017,4:00:00,0.36,100,-0.99,0,0,284.52,311.1,0.67,0.66,345.05,3.05
7/26/2017,5:00:00,0.36,100,-0.93,7.35,4.4,278.49,311.38,0,1.09,15.64,3.06
7/26/2017,6:00:00,1.02,99.32,-0.98,101.62,22.48,279.77,311.18,0.36,1.29,71.99,3.06
7/26/2017,7:00:00,1.95,99.45,0.28,310.34,57.3,315.19,316.96,0.88,0.81,115.43,3.05
7/26/2017,8:00:00,2.37,98.27,0.58,421.62,66.44,306.05,318.33,1.02,0.98,116.27,3.08
7/26/2017,9:00:00,3.08,93.15,0.8,589,81.41,312.54,319.36,0.78,0.91,56.06,3.06
7/26/2017,10:00:00,2.86,99.27,0.81,318.26,47.02,324.79,319.41,0.82,0.81,357.29,3.08
7/26/2017,11:00:00,2.05,100,0.69,281.94,49.67,323.1,318.87,0.76,0.97,13.98,3.06
7/26/2017,12:00:00,2.34,100,0.74,525.08,126.89,328.06,319.1,1.41,1.3,336.87,3.06
7/26/2017,13:00:00,1.55,100,0.62,392.91,90.28,323.55,318.52,1.73,1.79,262.71,3.06
7/26/2017,14:00:00,2.2,100,0.66,449.83,94.44,324.65,318.71,1.73,1.6,335.97,3.07
7/26/2017,15:00:00,2.55,99.8,0.84,270.12,55.4,327.26,319.55,0.85,0.88,109.47,3.08
7/26/2017,16:00:00,1.83,100,0.68,187.81,39.06,319.57,318.79,1.61,1.78,0.95,3.07
7/26/2017,17:00:00,2.1,100,0.63,110.24,23.27,326.59,318.6,1.84,1.92,217.91,3.08
7/26/2017,18:00:00,1.63,100,0.42,26.8,5.03,322.57,317.61,0.82,0.86,255.01,3.08
7/26/2017,19:00:00,1.58,100,0.49,0,0,322.22,317.94,0.42,0.59,243.31,3.08
7/26/2017,20:00:00,1.43,100,0.62,0,0,321.38,318.52,1.67,1.72,235.44,3.08
7/26/2017,21:00:00,0.64,100,0.12,0,0,316.05,316.22,1.95,1.92,336.66,3.07
7/26/2017,22:00:00,0.7,100,0.17,0,0,316.56,316.43,1.78,1.71,354,3.07
7/26/2017,23:00:00,0.7,100,0.35,0.15,0.02,316.92,317.29,0.94,0.85,165.68,3.07
7/27/2017,0:00:00,0.51,100,0.09,0,0,312,316.05,1.26,1.15,331.43,3.07
7/27/2017,1:00:00,1.12,97.33,0.03,0,0,296.09,315.79,1.8,2.5,47.6,3.07
7/27/2017,2:00:00,1.37,92.23,-0.57,0,0,279.65,313.04,1.51,1.82,35.55,3.07
7/27/2017,3:00:00,0.81,96.67,-1.4,0,0,269.5,309.22,1.19,1.14,13.85,3.07
7/27/2017,4:00:00,0.45,94.62,-2.05,0,0,260.62,306.3,0.74,0.72,16.93,3.07
7/27/2017,5:00:00,0.22,96.28,-2.08,11.27,8.01,266.18,306.17,0.94,1.12,19.17,3.07
7/27/2017,6:00:00,1.31,88.02,0.04,118.22,43.36,304.57,315.83,1.43,1.32,61.9,3.07
7/27/2017,7:00:00,1.84,88.03,0.34,197.79,67.65,311.68,317.25,0.51,0.43,103.23,3.07
7/27/2017,8:00:00,1.98,92.88,0.56,293.64,89.26,316.07,318.25,0.78,0.76,164.72,3.07
7/27/2017,9:00:00,1.28,99.3,0.33,345.18,105.81,315.88,317.21,2.23,2.21,128.91,3.08
7/27/2017,10:00:00,1.76,95.13,0.52,569.54,133.97,317.4,318.07,2.28,2.26,124.1,3.08
7/27/2017,11:00:00,1.76,98.4,0.53,756.82,129.44,317.84,318.14,3.12,3.13,134.97,3.09
7/27/2017,12:00:00,1.42,100,0.5,274.95,49.47,322.84,317.99,2.16,2.24,182.79,3.1
7/27/2017,13:00:00,1.86,100,0.5,289.41,55.66,322.35,317.97,1.26,1.22,131.49,3.09
7/27/2017,14:00:00,2.15,99.6,0.58,415.22,78.38,324.83,318.35,0.97,0.94,9.54,3.1
7/27/2017,15:00:00,2.04,98.95,0.62,377.19,72.27,325.33,318.51,1.23,1.23,350.04,3.11
7/27/2017,16:00:00,1.92,100,0.54,201.94,39.65,324.54,318.15,0.84,0.75,323.17,3.1
7/27/2017,17:00:00,1.6,100,0.4,95.9,19.44,323.49,317.51,0.83,0.74,357.54,3.1
7/27/2017,18:00:00,1.59,100,0.23,20.93,4.13,322.77,316.74,0.46,0.45,9.98,3.1
7/27/2017,19:00:00,1.66,100,0.07,0,0,321.65,316,0.51,0.46,52.94,3.1
7/27/2017,20:00:00,1.35,100,0.47,0,0,317.8,317.83,0.52,0.73,31.37,3.1
7/27/2017,21:00:00,1.38,100,0.3,0,0,314.26,317.04,0.92,0.91,74.1,3.1
7/27/2017,22:00:00,1.28,100,0.15,0,0,305.47,316.34,0.93,1.04,77.49,3.1
7/27/2017,23:00:00,1.05,100,0.66,0,0,315.32,318.71,1.2,1.2,24.98,3.1
7/28/2017,0:00:00,1.01,100,0.73,0,0,319.03,319.03,0.59,0.68,131.55,3.1
7/28/2017,1:00:00,0.74,100,0.36,0,0,316.6,317.32,2.24,2.51,80.78,3.1
7/28/2017,2:00:00,1.09,99.37,0.26,0,0,313.6,316.85,1.84,2.31,15.05,3.1
7/28/2017,3:00:00,1.04,99.82,0.08,0,0,301.59,316.03,0.58,0.57,29.33,3.11
7/28/2017,4:00:00,0.79,99.82,0.02,0,0,307.18,315.76,0.68,0.6,359,3.1
7/28/2017,5:00:00,0.95,99.55,-0.6,7.01,4.53,286.06,312.91,0.98,1.05,49.9,3.1
7/28/2017,6:00:00,1.02,95.02,-1.06,86.36,22.54,271.08,310.81,0.7,0.81,30.39,3.1
7/28/2017,7:00:00,1.39,94.28,-0.15,145.59,39.57,276.33,314.97,0.96,0.79,346.77,3.11
7/28/2017,8:00:00,1.3,97.88,-0.12,181.59,45.27,287.07,315.09,1.3,1.15,350.15,3.11
7/28/2017,9:00:00,2.46,87.37,0.47,334.58,75.8,311.63,317.86,0.42,0.44,43.85,3.1
7/28/2017,10:00:00,2.76,89,0.71,338.88,66.31,320.86,318.95,0.65,0.59,15.41,3.14
7/28/2017,11:00:00,2.93,91,0.92,481.4,82.71,325.82,319.92,0.94,0.86,13.47,3.12
7/28/2017,12:00:00,3.09,97.77,0.82,636.19,99.1,331.32,319.48,1.19,1.07,320.37,3.12
7/28/2017,13:00:00,3.16,98.07,0.94,753.26,108.34,329.61,320.03,1.41,1.38,270.7,3.15
7/28/2017,14:00:00,2.52,99.8,0.9,317.69,47.17,329.04,319.84,0.82,0.73,264.33,3.14
7/28/2017,15:00:00,1.87,100,0.7,135.61,22.42,326.07,318.92,0.78,0.73,313.23,3.13
7/28/2017,16:00:00,1.57,100,0.49,169.86,27.44,324.83,317.92,0.71,0.65,275.78,3.13
7/28/2017,17:00:00,1.49,100,0.47,76.52,13.07,325.87,317.84,0.39,0.27,60.29,3.14
7/28/2017,18:00:00,1.33,100,0.19,11.11,1.52,321.87,316.52,0.56,0.54,337.79,3.13
7/28/2017,19:00:00,1.42,100,0.49,0,0,318.68,317.95,0.81,0.82,104.41,3.14
7/28/2017,20:00:00,1.42,100,0.59,0,0,319.98,318.39,0.61,0.68,0.83,3.14
7/28/2017,21:00:00,1.26,100,0.38,0,0,316.57,317.4,0.44,0.4,357.78,3.14
7/28/2017,22:00:00,1.19,100,0.31,0,0,320.16,317.09,0.4,0.39,60.57,3.14
7/28/2017,23:00:00,0.79,100,0.42,0,0,317.7,317.61,0.51,0.54,9.8,3.13
7/29/2017,0:00:00,0.75,100,0.14,0,0,317.11,316.3,1.22,1.16,330.31,3.14
7/29/2017,1:00:00,0.93,100,0.03,0,0,318.78,315.8,1.18,1.21,256.64,3.13
7/29/2017,2:00:00,0.65,100,0.1,0,0,317.69,316.12,2.07,2.18,281.05,3.13
7/29/2017,3:00:00,0.34,100,0.09,0,0,315.42,316.08,0.74,0.82,240.54,3.13
7/29/2017,4:00:00,0.33,100,0.01,0,0,304.85,315.69,0.74,0.65,112.16,3.13
7/29/2017,5:00:00,0.14,100,0,12.19,4.53,304,315.64,0.88,0.95,100.74,3.13
7/29/2017,6:00:00,0.41,100,-0.07,105.12,33.81,283.29,315.32,1.03,1.18,64.92,3.13
7/29/2017,7:00:00,1.01,100,0.2,210.57,63.79,305.59,316.57,0.2,0.22,47.63,3.13
7/29/2017,8:00:00,1.44,100,0.54,298.93,63.74,319.33,318.18,0.28,0.22,336.51,3.16
7/29/2017,9:00:00,1.87,100,0.56,378.59,61.9,295.41,318.27,0.9,0.88,11.95,3.14
7/29/2017,10:00:00,2.75,100,0.78,384.48,56.25,323.65,319.3,0.54,0.43,19.15,3.14
7/29/2017,11:00:00,2.85,99.15,0.73,448.01,62.74,323.95,319.06,0.81,0.67,352.08,3.15
7/29/2017,12:00:00,3.98,93.37,1.83,768.25,95.8,325.68,324.19,0.79,0.69,351.06,3.16
7/29/2017,13:00:00,3.55,98.55,1.65,429.02,60.19,326.93,323.34,0.69,0.54,8.95,3.17
7/29/2017,14:00:00,3.22,99.73,0.82,363.08,52.45,326.07,319.45,0.98,0.94,344.52,3.17
7/29/2017,15:00:00,3.16,99.18,0.86,338.89,48.81,326.46,319.67,0.69,0.63,348.26,3.17
7/29/2017,16:00:00,2.22,100,0.71,174.74,29.62,327.13,318.94,0.57,0.66,33.74,3.19
7/29/2017,17:00:00,2.1,100,0.62,96.28,15.45,326.28,318.52,0.65,0.55,6.27,3.17
7/29/2017,18:00:00,1.86,100,0.58,12.51,1.56,324.5,318.35,0.46,0.51,21.6,3.56
7/29/2017,19:00:00,1.77,100,0.51,0,0,323,318.03,1.44,1.53,294.98,3.18
7/29/2017,20:00:00,0.99,100,0.22,0,0,317.82,316.68,1.12,1.09,351.6,3.17
7/29/2017,21:00:00,0.26,100,-0.03,0,0,315.54,315.54,0.66,0.62,326.85,3.17
7/29/2017,22:00:00,0.06,100,0.01,0,0,315.69,315.69,0.13,NA,NA,3.2
7/29/2017,23:00:00,0.01,100,0.01,0,0,315.69,315.69,0.52,NA,NA,3.16
7/30/2017,0:00:00,-0.03,100,0.01,0,0,315.69,315.69,0.11,NA,NA,3.14
7/30/2017,1:00:00,-0.02,100,-0.01,0,0,315.69,315.61,0,NA,NA,3.12
7/30/2017,2:00:00,-0.03,100,-0.21,0,0,315.69,314.71,0,NA,NA,3.12
7/30/2017,3:00:00,0.09,100,-0.58,0,0,315.69,313.01,0,NA,NA,NA
7/30/2017,4:00:00,0.14,100,-1.12,0,0,315.69,310.52,0,NA,NA,3.13
7/30/2017,5:00:00,0.37,100,-0.91,1.17,6.95,315.69,311.47,0.03,NA,NA,3.12
7/30/2017,6:00:00,1.28,99.92,0.28,8.88,46.65,315.29,316.94,0.77,NA,NA,3.12
7/30/2017,7:00:00,1.89,99.27,0.51,35.75,163.32,315.37,318.01,0.61,0.32,92.73,3.15
7/30/2017,8:00:00,2.73,98.97,0.94,74.61,241.8,316.18,320.01,0.41,0.3,108.75,3.16
7/30/2017,9:00:00,3.73,92.27,1.3,135.48,296.79,315.39,321.73,0.5,0.58,116.06,3.14
7/30/2017,10:00:00,2.44,100,1,179.13,224.66,317.78,320.29,1.23,1.18,155.33,3.15
7/30/2017,11:00:00,3.48,98.38,1.16,341.93,266.46,334.37,321.06,0.62,0.5,130,3.15
7/30/2017,12:00:00,3.79,96.07,1.45,419.39,314.96,333.43,322.4,0.84,0.75,100.38,3.19
7/30/2017,13:00:00,3.45,98.88,1.27,392.67,282.89,329.48,321.58,1.44,1.4,161.39,3.14
7/30/2017,14:00:00,2.67,100,0.95,244.73,173.53,325.12,320.06,2.46,2.49,137.51,3.15
7/30/2017,15:00:00,2.79,100,1.03,321.3,224.96,328.31,320.46,1.79,1.91,264.65,3.14
7/30/2017,16:00:00,3.17,100,1.33,449.73,306.71,329.44,321.86,1.81,1.9,208.2,3.14
7/30/2017,17:00:00,2.13,100,0.85,143.86,90.93,326.93,319.6,1.27,1.25,196.7,3.14
7/30/2017,18:00:00,1.61,100,0.35,19.15,13.04,323.41,317.29,0.68,0.65,37.24,3.53
7/30/2017,19:00:00,1.57,100,0.23,0,0,321.32,316.71,1.72,1.7,120.73,3.14
7/30/2017,20:00:00,1.43,100,0.54,0,0,317.24,318.17,1.32,1.33,120.65,3.15
7/30/2017,21:00:00,1.44,100,0.43,0,0,315.46,317.63,0.58,0.57,80.7,3.15
7/30/2017,22:00:00,1.34,100,0.37,0,0,316.84,317.37,1.23,1.39,91.7,3.15
7/30/2017,23:00:00,1.47,100,0.3,0,0,314.91,317.03,1.06,1.18,59.5,3.16
7/31/2017,0:00:00,1.49,100,0.21,0,0,315.81,316.63,0.74,0.63,66.91,3.14
7/31/2017,1:00:00,1.1,100,0.26,0,0,317.89,316.86,0.51,0.47,14.42,NA
7/31/2017,2:00:00,1.2,100,0.17,0,0,296.71,316.43,0.48,0.4,96.02,3.13
7/31/2017,3:00:00,1.4,97.17,0.34,0,0,311.17,317.23,0.78,0.81,38.56,3.14
7/31/2017,4:00:00,1.21,100,-0.08,0,0,311.19,315.28,0.6,0.52,343.96,3.14
7/31/2017,5:00:00,1.46,98.53,-0.56,6.36,7.14,289.05,313.1,1.03,0.93,332.57,3.14
7/31/2017,6:00:00,1.16,99.33,-1.55,64.02,39.32,267.7,308.53,0.85,0.76,356.85,3.14
7/31/2017,7:00:00,1.35,98.85,-1.98,85.96,54.9,273.52,306.6,0.5,0.53,30.89,3.14
7/31/2017,8:00:00,1.6,97.5,-1.5,123.17,82.33,276.98,308.8,0.52,0.59,42.56,3.14
7/31/2017,9:00:00,3.3,89.83,1,344.55,217.8,322.53,320.32,0.79,0.77,14.68,3.15
7/31/2017,10:00:00,3.46,91.63,1.24,419.98,262.22,330.47,321.43,0.95,0.87,348.1,3.14
7/31/2017,11:00:00,4.72,82.07,2.29,635.59,367.02,329.58,326.37,0.66,0.71,26.85,3.15
7/31/2017,12:00:00,2.28,99.32,1.13,293.46,169.93,326.51,320.92,1.97,2.06,223.61,3.16
7/31/2017,13:00:00,2.68,100,1.18,438.47,232.75,329.47,321.13,1.25,1.13,329.86,3.17
7/31/2017,14:00:00,2.05,100,0.97,338.01,168.91,327.92,320.19,1.76,1.84,198.68,3.17
7/31/2017,15:00:00,2.12,100,0.81,294.65,133.86,325.26,319.42,1.37,1.3,355.42,3.17
7/31/2017,16:00:00,1.54,100,0.6,152.88,64.26,321.76,318.42,1.74,1.78,289.06,3.18
7/31/2017,17:00:00,1.8,100,0.6,125.39,51.88,322.44,318.45,0.57,0.83,27.82,3.18
7/31/2017,18:00:00,1.42,100,0.48,13.27,5.38,320.75,317.87,1.01,0.99,355.39,3.17
7/31/2017,19:00:00,1.55,100,0.46,0,0,320.13,317.78,0.6,0.6,4.46,3.16
7/31/2017,20:00:00,1.46,100,0.54,0,0,316.89,318.15,0.38,0.37,22.56,3.17
7/31/2017,21:00:00,1.28,100,0.34,0,0,318.34,317.24,0.43,0.43,329.03,3.17
7/31/2017,22:00:00,1.25,100,0.36,0,0,319.34,317.34,0.87,0.73,358.1,3.17
7/31/2017,23:00:00,1.19,100,0.27,0,0,319.12,316.92,0.47,0.33,351.52,3.17
8/1/2017,0:00:00,0.94,100,0.44,0,0,319.26,317.71,1.05,1.1,247.67,3.17
8/1/2017,1:00:00,1.05,100,0.47,0,0,317.29,317.84,0.85,0.83,8.7,3.17
8/1/2017,2:00:00,1.07,100,0.36,0,0,310.82,317.34,1.03,1.13,25.89,3.17
8/1/2017,3:00:00,0.89,100,0.39,0,0,309.48,317.48,1.07,1,354.54,3.17
8/1/2017,4:00:00,0.99,100,0.16,0,0,304.92,316.41,0.57,0.64,18.83,3.17
8/1/2017,5:00:00,1.44,100,0.06,6.93,3.68,312.2,315.94,0.55,0.53,56.7,3.16
