DATE,TIME,TAIR,RH,TCNR4,KINC,KOUT,LINC,LOUT,WSPD1,WSPD2,WINDDIR,SR50
5/7/2016,13:00:00,-1.75,73.98,1.01,601.09,411.19,299.37,320.38,1.44,1.79,248.97,1.06
5/7/2016,14:00:00,-0.46,68.08,1.64,743.22,541.31,301.15,323.3,1.32,1.39,256.67,1.05
5/7/2016,15:00:00,-2.5,81.13,-0.33,487.5,366.43,298.15,314.14,0.97,0.98,267.78,1.05
5/7/2016,16:00:00,-1.69,79.45,-0.27,467.19,352.2,301.43,314.41,1.5,1.66,248.7,1.05
5/7/2016,17:00:00,0.16,69.29,1.93,761.41,577.02,280.71,324.7,0.73,0.63,336.38,NA
5/7/2016,18:00:00,-3.09,88.92,-0.05,156.27,121.44,289.02,315.5,1.36,1.44,243.44,1.04
5/7/2016,19:00:00,-4.37,96.5,-2.45,10.5,8.51,293.56,304.5,1.77,1.87,246.07,1.04
5/7/2016,20:00:00,-5,95.53,-3.16,0,0,290.17,301.31,1.33,1.36,239.75,NA
5/7/2016,21:00:00,-5.35,95.15,-3.62,0,0,287.37,299.25,1.18,1.2,241.44,1.04
5/7/2016,22:00:00,-5.63,94.7,-3.89,0,0,284.16,298.08,0.5,0.35,108,1.04
5/7/2016,23:00:00,-6.2,93.77,-5.29,0,0,259.15,291.9,0.76,0.75,25.26,1.04
5/8/2016,0:00:00,-7.24,91.88,-7.29,0,0,232.49,283.32,0.48,0.49,54.82,NA
5/8/2016,1:00:00,-6.8,93.58,-7.29,0,0,251.75,283.31,0.78,1.08,90.09,1.04
5/8/2016,2:00:00,-6.57,94.07,-6.34,0,0,277.55,287.37,0.81,1.2,72.03,1.04
5/8/2016,3:00:00,-6.59,94,-6.87,0,0,261.88,285.07,0.78,1.03,125.17,1.04
5/8/2016,4:00:00,-7.29,91.83,-8.32,0,0,238.62,278.95,0.43,0.58,36.15,1.04
5/8/2016,5:00:00,-7.7,89.48,-9.18,0,0,238.02,275.31,0.73,0.87,43.25,1.04
5/8/2016,6:00:00,-8.35,87.23,-10.12,6.62,9.9,215.42,271.4,0.74,1.14,65.83,1.04
5/8/2016,7:00:00,-6.73,81.55,-9.3,173.24,79.48,225.21,274.84,1.06,1.33,64.73,NA
5/8/2016,8:00:00,-4.6,73.59,-6.81,488.47,228.52,241.42,285.37,1.17,0.74,100.85,1.05
5/8/2016,9:00:00,-3.66,77.26,-4.27,537.83,279.6,223,296.4,0.66,0.74,93.95,NA
5/8/2016,10:00:00,-4.1,87.28,-3.34,432.17,307.25,280.63,300.53,1.07,1.24,349.27,1.05
5/8/2016,11:00:00,-2.78,86.11,-0.86,503.76,361.21,291.45,311.72,1.39,1.46,298.23,NA
5/8/2016,12:00:00,-2.06,83.82,-0.69,453.53,344.62,299.42,312.49,1.2,1.24,280.8,1.05
5/8/2016,13:00:00,-0.95,80.52,0.77,731.13,550.89,305.32,319.24,1.43,1.52,262.61,NA
5/8/2016,14:00:00,-1.96,89.23,-0.49,534.71,413.91,304.73,313.41,2.95,3.37,259.8,NA
5/8/2016,15:00:00,-0.74,84.37,0.55,725.85,557.15,305.36,318.22,1.71,1.86,265.54,NA
5/8/2016,16:00:00,-2.37,93.3,-0.7,337.9,261.69,303.32,312.45,3.17,3.63,253.1,NA
5/8/2016,17:00:00,-2.8,96.2,-1.71,219.9,170.23,300.29,307.82,3.14,3.39,245.82,1.05
5/8/2016,18:00:00,-3.49,96.53,-1.98,120.8,91.1,292.08,306.62,1.68,1.72,275.05,NA
5/8/2016,19:00:00,-3.75,93.72,-4.5,21.46,21.29,234.56,295.39,0.8,1.69,65.25,NA
5/8/2016,20:00:00,-4.06,82.88,-6.68,0,0,215.12,285.89,0.95,2.34,62.32,1.05
5/8/2016,21:00:00,-3.93,78.23,-6.65,0,0,240.48,286.05,0.87,1.39,40.85,1.05
5/8/2016,22:00:00,-4.12,75.78,-7.43,0,0,225.48,282.72,0.85,1.79,64.75,1.04
5/8/2016,23:00:00,-5.15,79.44,-9.22,0,0,209.61,275.15,2.41,2.68,81.87,1.05
5/9/2016,0:00:00,-5.79,81.2,-9.63,0,0,215.18,273.45,1.22,1.95,68.68,1.05
5/9/2016,1:00:00,-5.94,90.85,-9.94,0,0,212.12,272.17,0.96,1.39,61.15,1.05
5/9/2016,2:00:00,-5.52,83.23,-10.96,0,0,202.4,267.96,0.79,1.55,39.7,NA
5/9/2016,3:00:00,-4.66,67.26,-10.64,0,0,209.27,269.28,1.01,2.61,60.23,1.05
5/9/2016,4:00:00,-4.16,58.61,-10.15,0,0,210,271.28,0.9,2.42,56.35,1.05
5/9/2016,5:00:00,-2.89,50.83,-9.6,0,0,209.95,273.57,1.57,2.82,41.11,NA
5/9/2016,6:00:00,-2.82,46.51,-10.08,11.38,11.61,207.38,271.59,1.18,2.83,59.76,1.05
5/9/2016,7:00:00,-1.59,39.68,-9.05,87.6,58.86,213.36,275.85,1.62,3.11,64.28,1.05
5/9/2016,8:00:00,-0.42,35.27,-6.35,326.43,202.26,240.97,287.31,0.87,3.82,49.23,NA
5/9/2016,9:00:00,0.94,39.14,-2.95,696.87,410.98,221.93,302.29,1.52,1.44,97.83,NA
5/9/2016,10:00:00,3.08,48.84,1.11,858.78,538.53,236.66,320.86,0.8,0.71,131.08,1.06
5/9/2016,11:00:00,1.29,60.58,0.87,437.96,278.78,271.75,319.76,1.45,1.59,266.3,NA
5/9/2016,12:00:00,-0.43,72.12,-1.32,187.72,148.45,292.04,309.6,0.87,1.14,83.29,1.05
5/9/2016,13:00:00,-0.6,66.82,-0.97,382.09,290.95,293.03,311.2,1.58,2.26,56.17,NA
5/9/2016,14:00:00,-0.36,69.09,-0.09,518.78,389.49,290.5,315.27,2.14,2.16,342.67,1.06
5/9/2016,15:00:00,-0.88,84.77,0.27,324.37,249.73,301.61,316.93,1.64,1.8,267.76,1.06
5/9/2016,16:00:00,-2.45,92.13,-1.37,128.93,102.34,295.17,309.4,1.84,1.97,293.9,1.06
5/9/2016,17:00:00,-2.52,87.33,-2.12,154.5,128.92,291.6,305.96,1.11,2.38,310,1.05
5/9/2016,18:00:00,-2.71,85.68,-2.64,106.52,90.12,286.02,303.65,1.18,1.44,103.24,NA
5/9/2016,19:00:00,-3.72,90.97,-3.71,6.35,6.36,288.23,298.86,1.08,1.15,61.64,1.05
5/9/2016,20:00:00,-4.39,94.02,-3.83,0,0,290.15,298.3,2.13,2.16,115.83,1.04
5/9/2016,21:00:00,-5.21,93.65,-5.13,0,0,289.29,292.6,0.53,0.61,115.6,NA
5/9/2016,22:00:00,-5.37,87.38,-7.86,0,0,285.86,280.89,1.52,1.97,81.86,1.03
5/9/2016,23:00:00,-4.57,66.72,-10.64,0,0,280.32,269.31,0.46,2.65,52.42,NA
5/10/2016,0:00:00,-5.54,66.41,-11.74,0,0,271.63,264.79,0.51,2.46,59.6,1.04
5/10/2016,1:00:00,-5.13,60.3,-12.03,0,0,255.92,263.61,0.51,2.44,58.39,1.04
5/10/2016,2:00:00,-6.45,62.74,-13.18,0,0,217.92,259.01,1.83,2.86,71.67,1.04
5/10/2016,3:00:00,-6.17,57.79,-13.1,0,0,199.84,259.34,0.82,3.03,61.34,NA
5/10/2016,4:00:00,-5.68,52.61,-13.12,0,0,194.87,259.24,0.45,2.56,58.2,1.04
5/10/2016,5:00:00,-6.07,51.26,-13.53,0,0,194.45,257.63,0.71,2.7,59.8,1.04
5/10/2016,6:00:00,-6.11,53.16,-13.67,11.85,13.54,196.34,257.07,1,2.53,61.92,1.04
5/10/2016,7:00:00,-5.24,50.86,-12.45,124.27,78.29,202.42,261.95,1.34,2.91,67.01,1.04
5/10/2016,8:00:00,-2.76,44.54,-8.24,511.96,289.94,212.97,279.32,0.61,2.28,52.62,1.04
5/10/2016,9:00:00,-0.83,42.03,-4.27,726.67,453.37,222.55,296.41,0.69,1.4,56.07,1.04
5/10/2016,10:00:00,1.75,36.98,0.06,877.88,579.84,240.54,315.99,0.74,1.02,26.9,1.04
5/10/2016,11:00:00,1.57,49.27,0.42,511.14,377.02,269.28,317.62,0.56,0.54,323.65,1.04
5/10/2016,12:00:00,0.56,67.37,0.09,378.02,291.86,286.71,316.11,1.11,1.39,287.96,NA
5/10/2016,13:00:00,-1.01,79.93,-1.66,241.66,202.47,294.43,308.07,1.4,1.56,283.76,1.04
5/10/2016,14:00:00,-0.47,80.89,-0.69,471.17,377.28,295.45,312.53,1.91,2.02,259.77,1.05
5/10/2016,15:00:00,-0.55,80.63,0.43,308.98,242.39,299.23,317.67,1.95,2.15,244.24,1.05
5/10/2016,16:00:00,-3.77,96.18,-3.06,61.58,37.11,298.31,301.78,3.7,7.61,238.17,1.02
5/10/2016,17:00:00,-4.64,94.87,-4.21,147.04,140.57,291.78,296.64,1.83,3.1,337.77,1
5/10/2016,18:00:00,-4.56,95.28,-4.18,91.48,92.94,301.32,296.78,1,1.01,314.68,1
5/10/2016,19:00:00,-5.41,94.57,-6.83,14.36,17.7,290.87,285.28,0.74,0.9,55.63,1
5/10/2016,20:00:00,-5.64,94.63,-9.18,0,0,282.76,275.34,1.33,1.65,73.54,1
5/10/2016,21:00:00,-5.79,86.92,-10.51,0,0,277.5,269.84,0.47,2.29,51.24,1
5/10/2016,22:00:00,-5.08,80.02,-10.16,0,0,282.27,271.27,1.21,1.66,75.2,1
5/10/2016,23:00:00,-5.61,85.52,-10.87,0,0,278.72,268.33,0.86,1.33,38.17,1
5/11/2016,0:00:00,-5.81,89.03,-10.66,0,0,278.55,269.2,1.08,1.54,65.8,1
5/11/2016,1:00:00,-5.51,86.18,-9.7,0,0,280.59,273.17,1.27,1.87,62.35,1
5/11/2016,2:00:00,-4.91,74.23,-10.55,0,0,279.09,269.67,1.35,1.85,31.6,NA
5/11/2016,3:00:00,-5.43,77.61,-10.16,0,0,278.5,271.36,0.72,1.64,66.74,1
5/11/2016,4:00:00,-6.17,86.35,-11.01,0,0,270.15,267.81,1.08,1.31,66.39,1
5/11/2016,5:00:00,-6.9,94.85,-10.01,0,0,272.97,271.91,1.5,1.84,63.18,1
5/11/2016,6:00:00,-6.31,95.58,-7.56,15.43,15.99,281.74,282.13,0.93,1.21,63.23,1
5/11/2016,7:00:00,-4.71,78.1,-8.16,147.45,119.74,278.8,279.59,1.29,1.91,60.35,1
5/11/2016,8:00:00,-2.87,67.9,-5.23,164.81,152,289.96,292.19,1.41,1.61,101.63,1
5/11/2016,9:00:00,-2.81,70.19,-3.74,282.49,255.66,290.13,298.74,2.55,2.62,133.35,1
5/11/2016,10:00:00,-1.04,68.51,-1.33,486.11,412.91,292.63,309.59,1.17,1.19,170.83,NA
5/11/2016,11:00:00,2.59,56.65,1.99,643.64,516.65,297.97,324.94,0.45,0.5,230.21,1.03
5/11/2016,12:00:00,-0.84,77.35,0.06,375.74,320.06,308.63,315.97,1.01,1.07,274.23,1
5/11/2016,13:00:00,0.26,60.76,1.58,758.12,614.61,302.64,323.06,1.01,0.95,0.63,NA
5/11/2016,14:00:00,-0.93,75.79,1.08,446.63,386.99,313.05,320.68,1.07,1.08,269.36,NA
5/11/2016,15:00:00,-0.83,83.45,0.39,540.96,470.69,322.53,317.47,1.86,2.01,292.51,1
5/11/2016,16:00:00,-0.84,87.22,-0.67,378.63,331.37,311.16,312.57,2.07,2.32,244.95,0.99
5/11/2016,17:00:00,-0.41,83.43,-0.19,387.3,335.5,308.16,314.82,1.04,1.04,278.15,NA
5/11/2016,18:00:00,-2.22,94.35,-1.4,85.31,71.83,304.97,309.24,1.62,1.73,239.08,0.99
5/11/2016,19:00:00,-3.17,97.97,-2.36,11.73,10.39,299.2,304.91,1.31,1.35,264.17,0.99
5/11/2016,20:00:00,-3.3,98.13,-2.8,0,0,298.29,302.91,0.6,0.87,277.19,0.99
5/11/2016,21:00:00,-3.39,97.95,-2.99,0,0,299.84,302.04,0,0.69,252.33,0.99
5/11/2016,22:00:00,-3.79,97.68,-3.82,0,0,298.32,298.35,0,0.42,262.33,0.99
5/11/2016,23:00:00,-4.18,97.43,-4.25,0,0,296.45,296.45,0,0.42,125.54,NA
5/12/2016,0:00:00,-4.81,96.87,-4.7,0,0,293.47,294.5,0,1,207.43,0.99
5/12/2016,1:00:00,-5,96.55,-4.87,0,0,292.63,293.72,0,0.5,231.99,0.99
5/12/2016,2:00:00,-4.76,96.83,-4.87,0,0,293.1,293.73,0,0.59,297.87,0.99
5/12/2016,3:00:00,-5.22,96.13,-5.66,0,0,291.19,290.31,0,0.61,25.04,0.98
5/12/2016,4:00:00,-5.35,96.05,-5.75,0,0,290.21,289.92,0,0.48,305.16,0.99
5/12/2016,5:00:00,-5.52,95.78,-6.36,0,0,289.41,287.26,0,1.05,109.58,0.99
5/12/2016,6:00:00,-6.4,94.17,-9.53,12.31,12.66,283.78,273.89,0,1.49,67.49,NA
5/12/2016,7:00:00,-7.16,90.62,-12.58,135.63,62.63,278.58,261.4,0.87,1.86,52.25,NA
5/12/2016,8:00:00,-4.41,86.63,-7.48,503.82,254.15,272.14,282.57,0.89,1.74,52.16,0.99
5/12/2016,9:00:00,-1.53,79.08,-1.75,696.03,431.55,249.27,307.67,0.8,1.02,95.81,0.99
5/12/2016,10:00:00,-2.61,91.62,-1.74,253.78,212.79,300.67,307.73,1.05,1.11,277.45,0.99
5/12/2016,11:00:00,-2.55,89.2,-2.06,327.85,276.19,298.53,306.23,1.12,1.1,311.28,0.99
5/12/2016,12:00:00,0.14,80.35,1.65,618.67,513.09,316.42,323.38,0.7,0.7,302.83,0.99
5/12/2016,13:00:00,0.84,79.39,1.62,604.61,504.71,310.52,323.19,1.32,1.38,253.18,1
5/12/2016,14:00:00,0.56,82.62,1.55,662.43,559.25,313.63,322.87,1.61,1.77,259.94,0.99
5/12/2016,15:00:00,0,88.12,0.86,557.06,468.79,312.23,319.66,2.97,3.26,247.79,0.99
5/12/2016,16:00:00,-2.06,96.43,-0.66,301.33,247.5,303.26,312.62,2.3,2.28,256.62,NA
5/12/2016,17:00:00,-2.18,95.25,-0.66,274.77,220.17,298.97,312.63,1.88,1.8,288.65,NA
5/12/2016,18:00:00,-2.68,97.9,-1.27,95.78,76.77,300.56,309.83,1.15,1.06,281.9,0.99
5/12/2016,19:00:00,-3.33,98.53,-2.13,11.96,10.35,293.12,305.95,1.13,1,322.57,NA
5/12/2016,20:00:00,-3.81,97.67,-2.76,0,0,293.11,303.1,1.75,1.73,298.21,NA
5/12/2016,21:00:00,-3.7,98.6,-3.73,0.02,0,297.6,298.75,3.52,3.86,286.5,0.99
5/12/2016,22:00:00,-4.08,97.9,-4.22,0,0,296.59,296.59,1.63,2.22,280.5,1
5/12/2016,23:00:00,-3.95,97.95,-4.15,0,0,296.91,296.91,1.85,2.13,278.29,0.99
5/13/2016,0:00:00,-4.24,97.72,-4.36,0,0,295.4,295.96,0.79,1.54,256.98,0.99
5/13/2016,1:00:00,-4.4,97.47,-4.55,0,0,292.34,295.16,0,0.71,344.6,0.99
5/13/2016,2:00:00,-4.43,97.33,-4.63,0,0,294.6,294.8,0,0.62,16.41,NA
5/13/2016,3:00:00,-4.47,97.1,-5.44,0,0,294.48,291.26,0.53,1.2,96.1,1
5/13/2016,4:00:00,-5.62,95.43,-10.67,0,0,285.26,269.15,1.28,1.3,58.54,0.99
5/13/2016,5:00:00,-5.75,95.18,-9.9,0,0,284.12,272.34,0.53,1.14,37.54,0.99
5/13/2016,6:00:00,-5.13,96.62,-6.59,19.14,17.45,290.06,286.34,0,1.37,88.52,0.99
5/13/2016,7:00:00,-4.68,96.7,-5.51,66.55,56.78,296.14,290.95,0,0.73,85.31,NA
5/13/2016,8:00:00,-3.23,96.8,-3.17,224.11,195.1,309.37,301.28,0,0.46,247.24,0.98
5/13/2016,9:00:00,-1.78,95.88,-0.72,432.4,350.61,320.61,312.37,0.28,0.52,247.1,0.98
5/13/2016,10:00:00,-1.35,93.73,0.52,452.59,378.68,311.19,318.07,0.4,0.41,245.61,NA
5/13/2016,11:00:00,-0.15,88.43,2.54,888.88,665.98,288.8,327.56,0.64,0.55,350.86,0.99
5/13/2016,12:00:00,0.04,88.72,2.25,808.15,643.55,315.5,326.18,1.77,2.01,264.71,1
5/13/2016,13:00:00,0.58,87.23,1.93,896.7,701.11,312.46,324.7,2.11,2.32,252.37,1
5/13/2016,14:00:00,1.27,84.35,1.99,926.79,718.23,313.54,324.99,2.14,2.36,241.05,1
5/13/2016,15:00:00,-0.61,91.77,-0.06,533.85,436.69,310.58,315.37,2.11,2.29,245.39,NA
5/13/2016,16:00:00,-1.44,93.12,-0.28,459.18,374.12,307.27,314.37,1.72,1.87,266.33,NA
5/13/2016,17:00:00,-1.8,94.23,-0.83,329.87,272.9,305.52,311.85,1.5,1.54,253.17,1
5/13/2016,18:00:00,-2.77,96.93,-1.65,121.65,98.47,301.6,308.1,2.34,2.57,248.48,1
5/13/2016,19:00:00,-3.5,98.57,-2.45,15.16,13.31,297.6,304.5,2.94,3.22,251.12,0.99
5/13/2016,20:00:00,-3.96,98.03,-2.81,0,0,295.13,302.86,0,1.93,288.59,0.99
5/13/2016,21:00:00,-3.96,97.92,-3.24,0,0,285.73,300.95,0,0.64,255.06,NA
5/13/2016,22:00:00,-3.96,98,-3.31,0,0,288.3,300.64,0,0.37,307.67,0.99
5/13/2016,23:00:00,-3.95,98.08,-2.91,0,0,294.6,302.42,0,0.66,266.66,0.99
5/14/2016,0:00:00,-4.68,97.22,-3.55,0,0,285.93,299.58,0,0.85,320.76,0.99
5/14/2016,1:00:00,-5.27,93.9,-7.87,0,0,224.45,280.93,0,1.72,83.27,0.99
5/14/2016,2:00:00,-5.63,87.75,-10.87,0,0,199.74,268.35,0.11,1.51,81.46,0.99
5/14/2016,3:00:00,-4.27,74.28,-10.33,0,0,200.57,270.54,1.69,2.01,29.74,0.99
5/14/2016,4:00:00,-5.06,77.9,-11.85,0,0,197.62,264.34,0.89,1.11,44.04,NA
5/14/2016,5:00:00,-5.26,69.14,-12.47,0,0,196.83,261.85,1.38,1.53,66.85,1
5/14/2016,6:00:00,-5.63,68.69,-12.17,8.24,9.95,196.74,263.07,3.24,3.53,81.73,NA
5/14/2016,7:00:00,-4.18,58.09,-11.7,142.5,67.64,199.57,264.95,2.31,2.52,81.78,1
5/14/2016,8:00:00,-2.61,50.37,-8.38,546.85,263.86,204.12,278.69,1.88,2.64,71.19,NA
5/14/2016,9:00:00,-0.08,49.6,-3.33,779.97,440.92,211.46,300.58,0.67,1.08,50.23,1
5/14/2016,10:00:00,1.79,59.31,1.46,960.67,606.49,229.26,322.5,0.75,0.69,18.09,NA
5/14/2016,11:00:00,2.47,73.52,3.49,1096.79,701.76,275.42,332.1,0.99,0.88,318.69,NA
5/14/2016,12:00:00,2.03,77.73,2.57,766.49,551.3,315.76,327.75,1.76,1.89,255.43,1.01
5/14/2016,13:00:00,2.09,75.87,2.35,979,678.69,311.15,326.66,2.45,2.77,251.12,NA
5/14/2016,14:00:00,0.53,83.94,1.09,724.14,525.43,310.61,320.71,3.4,3.79,249.03,NA
5/14/2016,15:00:00,-0.08,86.63,0.08,390.4,287.8,304.88,316.05,2.02,2.23,255.13,NA
5/14/2016,16:00:00,-1,93.65,-0.1,324.19,241.6,306.73,315.22,3.27,3.69,246.4,1.02
5/14/2016,17:00:00,-1.92,96.7,-0.95,153.56,120.53,303.4,311.31,2.13,2.35,238.56,1.02
5/14/2016,18:00:00,-2.75,96.52,-1.88,79.07,66.17,298.74,307.08,1.13,1.14,292.56,1.01
5/14/2016,19:00:00,-2.99,98.67,-2.37,16.23,14.46,293.26,304.84,0.83,0.82,304.77,1.01
5/14/2016,20:00:00,-2.88,99.33,-1.89,0,0,299.26,307.03,0.68,0.62,285.68,NA
5/14/2016,21:00:00,-2.83,99.83,-2.02,0,0,300.25,306.42,1.3,1.41,249.99,1.01
5/14/2016,22:00:00,-2.89,99.72,-1.8,0,0,300.04,307.42,0.53,0.47,249.74,1.01
5/14/2016,23:00:00,-3.07,99.57,-1.98,0,0,299.54,306.6,0.71,0.71,257.6,NA
5/15/2016,0:00:00,-3.2,99.58,-2.52,0,0,298.59,304.18,2.01,2.31,265.52,1.01
5/15/2016,1:00:00,-3.59,99.42,-2.68,0,0,296.85,303.44,1.98,2.19,274.05,1.01
5/15/2016,2:00:00,-4.19,98.23,-4.29,0,0,279.47,296.34,0.97,1,306.41,1.01
5/15/2016,3:00:00,-5.21,94.97,-7.36,0,0,238.25,283.14,1.17,1.64,48.58,1.01
5/15/2016,4:00:00,-6.16,92.73,-10.55,0,0,205.3,269.67,1.62,2.29,73.23,1.01
5/15/2016,5:00:00,-6.14,92.48,-10.79,0,0,214.87,268.67,0.84,1.7,67.52,1.01
5/15/2016,6:00:00,-5.36,94.37,-7.96,13.83,14.24,260.1,280.55,0.75,1.26,77.48,1
5/15/2016,7:00:00,-4.84,81.79,-9.38,201.01,77.69,215.19,274.5,1.99,3.23,65.04,1.01
5/15/2016,8:00:00,-3.01,67.38,-7.69,610.49,272.4,199.82,281.62,1.31,1.75,67.27,1.01
5/15/2016,9:00:00,-0.11,58.62,-2.7,791.66,459.92,212.27,303.46,0.56,0.82,45.12,1.01
5/15/2016,10:00:00,1.06,60.03,1.09,921.13,585.32,250.09,320.75,1.88,2.12,238.47,NA
5/15/2016,11:00:00,1.25,61.7,1.08,778.9,511,275.26,320.71,2.25,2.47,237.49,1.01
5/15/2016,12:00:00,-1.16,81.62,-0.47,350.35,265.27,298.75,313.48,3.46,3.96,250.97,NA
5/15/2016,13:00:00,-1.36,80.49,-0.88,379.17,288.42,296.04,311.63,4.63,5.36,252.91,NA
5/15/2016,14:00:00,-0.89,73.68,-0.91,501.48,375.64,291.76,311.47,6.04,6.86,244.27,1.01
5/15/2016,15:00:00,-0.92,71.67,-1.23,438.85,331.97,288.69,310,6.28,6.96,238.16,1.01
5/15/2016,16:00:00,-2.23,79.2,-2.12,179.76,137.82,289.75,305.95,4.9,5.56,248.98,1.01
5/15/2016,17:00:00,-3.83,85.72,-3.06,116.23,90.94,284.7,301.77,3.53,3.91,298.27,1.01
5/15/2016,18:00:00,-4.16,89.17,-3.39,82.99,67.67,289.93,300.29,2.89,3.05,332.14,1.01
5/15/2016,19:00:00,-3.62,82.45,-4.51,25.77,22.7,278.19,295.35,1.27,1.99,85.68,1.02
5/15/2016,20:00:00,-4.96,82.82,-10.81,0,0,211.12,268.62,1.23,1.5,34.03,1.01
5/15/2016,21:00:00,-3.42,78.66,-5.26,1.41,2.12,280.42,292.11,1.1,1.1,1.25,1
5/15/2016,22:00:00,-4.73,86.07,-8.97,0,0,229.12,276.3,1.27,1.65,20.94,1.01
5/15/2016,23:00:00,-4.89,89.67,-8.96,0,0,233.54,276.31,0.83,1.72,45.25,NA
5/16/2016,0:00:00,-5.62,87.75,-11.57,0,0,205.56,265.5,0.79,1.97,49.32,1
5/16/2016,1:00:00,-5.93,89.7,-11.4,0,0,207.17,266.2,1.41,2.01,57.33,1.01
5/16/2016,2:00:00,-5.45,73.57,-12.98,0,0,195.49,259.8,1.52,2.08,48.18,NA
5/16/2016,3:00:00,-4.26,53.01,-13.64,0,0,194.04,257.17,1.37,1.75,81.42,NA
5/16/2016,4:00:00,-3.49,35.51,-13.37,0,0,190.75,258.27,1.36,2.56,63.33,1.01
5/16/2016,5:00:00,-3.51,30.47,-14.17,0,0,184.37,255.11,1.27,2.65,57.82,1.01
5/16/2016,6:00:00,-4.49,36.2,-15.61,7.55,11.93,182.67,249.46,1.08,1.74,58.59,NA
5/16/2016,7:00:00,-4.41,34.69,-14.62,148.22,71.72,184.81,253.34,1,2.26,54.24,1.01
5/16/2016,8:00:00,-2.21,33.24,-9.83,559.61,276.04,192.25,272.63,0.3,2.07,52.26,NA
5/16/2016,9:00:00,-1.11,53.83,-4.18,799.63,463.06,213.64,296.98,0.89,1.27,81.44,NA
5/16/2016,10:00:00,-0.18,72.59,0.52,699.62,466.71,258.67,318.09,0.58,0.99,42.69,1
5/16/2016,11:00:00,1.11,74.69,1.19,502.56,381.94,306.32,321.21,1.13,1.19,247.7,1.01
5/16/2016,12:00:00,2.37,70.24,2.56,1059.47,720.7,298.13,327.67,1.9,2.03,256.89,1.02
5/16/2016,13:00:00,1.73,72.5,1.56,867.88,568.56,298.98,322.95,2.59,2.89,247.67,1.02
5/16/2016,14:00:00,0.41,76.56,0.98,615.19,411.78,294.88,320.23,2.21,2.48,264.13,1.02
5/16/2016,15:00:00,-0.27,78.52,-0.21,455.22,315.73,291.74,314.67,3.52,3.96,241.66,1.02
5/16/2016,16:00:00,-0.12,78.42,-0.23,457.78,321.21,292.29,314.62,3.22,3.65,243.28,1.02
5/16/2016,17:00:00,0.15,76.23,-0.37,403.41,300,273.82,313.95,1.94,2.13,240.18,1.02
5/16/2016,18:00:00,-2.38,94.02,-1.24,69.38,49.83,297.09,309.96,3.17,3.6,271.46,1.02
5/16/2016,19:00:00,-3.41,98.43,-2.06,13.71,10.46,297.63,306.24,4.92,5.61,297.2,1.02
5/16/2016,20:00:00,-5.56,96.08,-4.27,0,0,287.06,296.36,3.82,4.11,323.17,1.02
5/16/2016,21:00:00,-5.14,92.32,-5.67,0,0,257.38,290.28,1.13,1.32,25.97,1.02
5/16/2016,22:00:00,-4.42,93.17,-3.6,0.26,0.82,287.38,299.35,1.21,1.24,321.93,1.02
5/16/2016,23:00:00,-4.68,91.53,-6.69,0,0,234.39,285.96,1.21,1.65,111.77,1.03
5/17/2016,0:00:00,-5.63,80.83,-10.94,0,0,192.4,268.05,1.62,1.8,95.73,1.02
5/17/2016,1:00:00,-5.3,58.2,-12.12,0,0,187.54,263.24,1.5,2.04,73.55,1.03
5/17/2016,2:00:00,-6.37,56.63,-13.12,0,0,183.87,259.24,2.17,2.45,84.37,1.02
5/17/2016,3:00:00,-5.49,44.49,-12.39,0,0,194.83,262.18,2.35,2.85,19.77,1.03
5/17/2016,4:00:00,-6.24,43.56,-13.03,0,0,195.75,259.61,1.84,2.24,71.02,1.02
5/17/2016,5:00:00,-5.77,34.22,-14.33,0,0,181.16,254.47,1.21,2.22,30.3,1.02
5/17/2016,6:00:00,-6.11,30.05,-14.83,10.09,13.52,181.26,252.5,1.23,2.37,33.88,1.02
5/17/2016,7:00:00,-5.58,26.85,-13.9,130.36,71.98,188.88,256.14,0.85,2.42,45.01,1.02
5/17/2016,8:00:00,-4.3,21.4,-11.67,359.69,201.99,197.35,265.11,0.9,2.57,51.59,1.02
5/17/2016,9:00:00,-1.87,19.79,-5.83,583.17,376.94,237.07,289.67,1.07,1.48,33.99,1.03
5/17/2016,10:00:00,0.68,18.27,-1.28,876.65,563.56,243.19,309.79,1.93,2.07,253.78,NA
5/17/2016,11:00:00,1.53,22.15,0.14,1061.44,678.4,227.15,316.33,2.07,2.3,243.45,1.03
5/17/2016,12:00:00,0.33,31.64,-0.89,1214.7,799.16,208.85,311.57,5.46,6.1,236.64,1.03
5/17/2016,13:00:00,0.27,44.58,-0.35,1210.94,838.36,229.96,314.07,5.77,6.37,237.47,1.03
5/17/2016,14:00:00,-2.1,62.88,-1.37,519.57,387.87,284.97,309.38,3.85,4.37,261.97,1.03
5/17/2016,15:00:00,-4.12,91,-3.06,199.09,165.7,291.9,301.74,3.3,4.61,257.38,NA
5/17/2016,16:00:00,-5.32,95.4,-4.46,75.63,65.81,290.08,295.57,3.17,4.16,297.37,1.01
5/17/2016,17:00:00,-5.96,94.73,-5.6,70.31,76.65,292.02,290.54,1.76,5.49,210.06,0.98
5/17/2016,18:00:00,-5.88,94.57,-5.63,32.84,46.54,292.97,290.45,1.2,1.9,115.12,0.97
5/17/2016,19:00:00,-5.12,90,-5.38,8.72,18.24,292.59,291.52,3.19,4.26,51.17,0.99
